,mean,number,ID
323,26.96169558677026,323,District 6
324,16.2899111168106,324,District 6
325,30.631097185758392,325,District 6
326,41.45490688809857,326,District 6
327,39.61991812918548,327,District 6
328,40.5870684979522,328,District 6
329,41.7378836683643,329,District 6
330,37.927185619615805,330,District 6
331,35.9957404331816,331,District 6
332,34.251685250321394,332,District 6
333,17.22196749515252,333,District 6
334,15.0453493078743,334,District 6
335,4.670952237391225,335,District 6
336,-16.221788368469834,336,District 6
337,6.641016900968092,337,District 6
338,4.757844211308784,338,District 6
339,8.728925329993304,339,District 6
340,2.6104009399672057,340,District 6
341,-5.511575433761308,341,District 6
342,15.008751486002406,342,District 6
343,24.188025164934423,343,District 6
344,26.724202461007163,344,District 6
345,34.344614463897074,345,District 6
346,37.63141893520744,346,District 6
347,37.106203184532944,347,District 6
348,34.59371347105751,348,District 6
349,41.6923390345486,349,District 6
350,42.119865245522085,350,District 6
351,40.128601333737606,351,District 6
352,39.589265563799415,352,District 6
353,35.53949549785957,353,District 6
354,23.818765178641705,354,District 6
355,-20.962923412091296,355,District 6
356,4.76995576041972,356,District 6
357,-52.12123293394627,357,District 6
358,6.687219820485784,358,District 6
359,-18.25307460833327,359,District 6
360,-31.15841630948524,360,District 6
361,4.689390613320349,361,District 6
362,-0.3334833226212052,362,District 6
363,8.286173165626986,363,District 6
364,12.649760389717228,364,District 6
365,14.163864645663288,365,District 6
366,10.152783040495862,366,District 6
367,32.17945291349703,367,District 6
368,29.85753310180348,368,District 6
369,36.68321621888168,369,District 6
370,31.709034170527968,370,District 6
371,37.3536299532136,371,District 6
372,38.04245082290878,372,District 6
373,36.71244302483328,373,District 6
374,32.24950509393201,374,District 6
375,15.90261384973188,375,District 6
376,27.67273183586416,376,District 6
377,23.484084530390724,377,District 6
378,5.954935351016248,378,District 6
379,10.385215491852776,379,District 10
380,15.174200572613184,380,District 10
381,7.517279065404539,381,District 10
382,-6.123123037456454,382,District 10
383,24.90094903897102,383,District 10
384,31.00783482787168,384,District 10
385,38.44622760677901,385,District 10
386,36.91281651781875,386,District 10
387,40.92054570153597,387,District 10
388,-19.277726601531,388,District 10
389,42.38858737048072,389,District 10
390,40.41269312876855,390,District 10
391,44.50036169669447,391,District 10
392,37.63134767879886,392,District 10
393,33.45067566492517,393,District 10
394,15.585156042678438,394,District 10
395,22.479899292735595,395,District 10
396,16.39279095617107,396,District 10
397,14.4363805335891,397,District 10
398,0.2486590968173039,398,District 10
399,-5.2812063310037365,399,District 10
400,-15.675173312690715,400,District 10
401,4.679902404985458,401,District 10
402,3.130394029916002,402,District 10
403,-11.196996240036892,403,District 10
404,23.16068568117449,404,District 10
405,25.940401536646515,405,District 10
406,31.28387771565227,406,District 10
407,31.031959441125444,407,District 10
408,37.7458514629438,408,District 10
409,37.12875347144411,409,District 10
410,38.18848637878507,410,District 10
411,36.92949588482583,411,District 10
412,40.418970948069045,412,District 10
413,38.80385187887623,413,District 10
414,32.762529361309284,414,District 10
415,-22.806230864805777,415,District 10
416,-12.055783335139663,416,District 10
417,14.20584908307284,417,District 10
418,6.925491858001717,418,District 10
419,-1.2437301072594826,419,District 10
420,6.668639841507204,420,District 10
421,-30.557456706877012,421,District 10
422,9.843357699839896,422,District 10
423,23.4876583493312,423,District 10
424,18.777329806404367,424,District 10
425,30.19838534351937,425,District 10
426,32.06844042039609,426,District 10
427,12.915786923654998,427,District 10
428,41.651233580944336,428,District 10
429,42.811344757131714,429,District 10
430,43.69643064396138,430,District 10
431,32.60042036328002,431,District 10
432,25.77794943187646,432,District 10
433,35.39484593891874,433,District 10
434,1.8406487704897287,434,District 10
435,20.23230014641832,435,District 10
436,13.67795257930938,436,District 10
437,9.106713658578348,437,District 10
438,10.024480436147185,438,District 10
439,10.571725935226109,439,District 10
440,7.296260682218642,440,District 10
441,-0.43319967542691273,441,District 10
442,6.611114099201555,442,District 10
443,10.369226226205708,443,District 10
444,-4.063583870577351,444,District 10
445,20.586513591951046,445,District 10
446,29.791938601504096,446,District 10
447,37.04382984557184,447,District 10
448,34.748322735088486,448,District 10
449,42.01789245596008,449,District 10
450,41.83022146997117,450,District 10
451,44.10059755707658,451,District 10
452,38.12972091922652,452,District 10
453,39.781095689323074,453,District 10
454,35.98047408479152,454,District 10
455,29.339874810339744,455,District 10
456,24.942992341405105,456,District 10
457,28.956766236074845,457,District 10
458,-8.89460012381238,458,District 10
459,2.926923004455936,459,District 10
460,3.532695371812068,460,District 10
461,7.025657579589885,461,District 10
462,3.4231705900444727,462,District 10
463,-18.157568850013966,463,District 10
464,8.58878425871559,464,District 10
465,18.94268348194449,465,District 10
466,23.506202850247604,466,District 10
467,27.431948802354007,467,District 10
468,31.715847705677334,468,District 10
469,38.06594819567067,469,District 10
470,37.81746917899185,470,District 10
471,40.84383468267926,471,District 10
472,43.30816230615673,472,District 10
473,42.903142927571274,473,District 10
474,40.27424247026924,474,District 10
475,6.756131742407132,475,District 10
476,34.72609791107436,476,District 10
477,31.077555814126992,477,District 10
478,25.88303941412386,478,District 10
479,-37.86918309547164,479,District 10
480,19.179110380401006,480,District 10
481,14.290050752249163,481,District 10
482,-6.643560251004498,482,District 10
483,4.042207562854335,483,District 10
484,7.949436194973866,484,District 10
485,-21.57547141376364,485,District 10
486,0.83544136345098,486,District 10
487,-3.7413543828381455,487,District 10
488,-2.688410208099029,488,District 10
489,18.270971559971727,489,District 10
490,27.051864191439368,490,District 10
491,31.89638187159783,491,District 10
492,34.785779733058405,492,District 10
493,38.54030230450619,493,District 10
494,39.78222466675944,494,District 10
495,42.56365957097615,495,District 10
496,39.87556913217831,496,District 10
497,37.959192866662384,497,District 10
498,38.16281779236167,498,District 10
499,35.56138232518744,499,District 10
500,32.074001453209874,500,District 10
501,5.093265144764447,501,District 10
502,17.338541371254323,502,District 10
503,-4.663979470781727,503,District 10
504,21.118372777407902,504,District 10
505,-4.458263702536161,505,District 10
506,14.375685815353307,506,District 10
507,7.623939861317571,507,District 10
508,-16.763300095249324,508,District 10
509,3.566210835300348,509,District 10
510,-5.779026709970632,510,District 10
511,-24.000705640034703,511,District 10
512,27.099237088254583,512,District 10
513,17.030430206774927,513,District 10
514,31.20818010318675,514,District 10
515,43.19995494250513,515,District 10
516,41.46716645885204,516,District 10
517,41.59670831483702,517,District 10
518,43.52658870936085,518,District 10
519,39.30498441350529,519,District 10
520,38.41516317569117,520,District 10
521,36.933273044333674,521,District 10
522,18.678550829306108,522,District 10
523,5.284931722974232,523,District 10
524,8.939306159149536,524,District 10
525,-8.417273987449212,525,District 10
526,8.919324513408105,526,District 10
527,5.428470080832721,527,District 10
528,9.378716518067677,528,District 10
529,4.2622945903768,529,District 10
530,-8.386448927909447,530,District 10
531,16.374505694244537,531,District 10
532,20.201432546798724,532,District 10
533,26.94753444833453,533,District 10
534,34.57763230497683,534,District 10
535,38.61222508926084,535,District 10
536,38.77338298004216,536,District 10
537,34.97053245444429,537,District 10
538,42.748804079402426,538,District 10
539,43.429093607010095,539,District 10
540,29.15559638751792,540,District 10
541,40.7000445983734,541,District 10
542,37.4374547526084,542,District 10
543,26.790219409908868,543,District 10
544,-38.19441163119063,544,District 10
545,4.495902952014379,545,District 10
546,-55.027652409333335,546,District 10
547,10.561680955947274,547,District 10
548,-18.94533208742416,548,District 10
549,-22.400452491999232,549,District 10
550,4.631042506578815,550,District 10
551,3.2879148066020587,551,District 10
552,4.5752079370456125,552,District 10
553,14.259361570780383,553,District 10
554,14.826644901813884,554,District 10
555,5.794615822432707,555,District 10
556,32.93132009182837,556,District 10
557,30.24530097229356,557,District 10
558,37.90556775563384,558,District 10
559,33.370950870836715,559,District 10
560,38.021819380991374,560,District 10
561,38.36784834127205,561,District 10
562,37.28176870085097,562,District 10
563,32.959007939377074,563,District 10
564,4.476415192403092,564,District 10
565,29.331953716324616,565,District 10
566,23.87202770684013,566,District 10
567,4.5406444295314685,567,District 10
568,9.781667026789608,568,District 11
569,13.97935413303912,569,District 11
570,6.172127255849873,570,District 11
571,-8.339488633231577,571,District 11
572,23.469138042508657,572,District 11
573,29.850732047574866,573,District 11
574,36.976654602951776,574,District 11
575,35.55289505611521,575,District 11
576,39.727247151140816,576,District 11
577,-20.613940822207848,577,District 11
578,41.21484170359303,578,District 11
579,38.89717160772078,579,District 11
580,42.98726249770491,580,District 11
581,36.15295915005108,581,District 11
582,33.51138927760395,582,District 11
583,5.700003790684478,583,District 11
584,21.68080213123864,584,District 11
585,15.043303298892251,585,District 11
586,13.005363226882,586,District 11
587,9.748698127687684,587,District 11
588,-5.178394515085682,588,District 11
589,-14.088132026868465,589,District 11
590,4.640807603913174,590,District 11
591,2.6966854695048337,591,District 11
592,-11.189943426848156,592,District 11
593,21.69058220090209,593,District 11
594,24.465626338436675,594,District 11
595,30.246511625733095,595,District 11
596,29.603505555423386,596,District 11
597,36.713438473201705,597,District 11
598,35.973202262752366,598,District 11
599,34.92533397211548,599,District 11
600,35.665678764054434,600,District 11
601,39.24653923254137,601,District 11
602,38.01912506825958,602,District 11
603,32.17292803297995,603,District 11
604,-19.784791419354328,604,District 11
605,-11.946902913347788,605,District 11
606,13.2757375253248,606,District 11
607,2.7424076103517496,607,District 11
608,-2.7433943802977216,608,District 11
609,6.033803194816046,609,District 11
610,-34.783591532220726,610,District 11
611,9.133072444603112,611,District 11
612,22.070438880791983,612,District 11
613,14.772193785405644,613,District 11
614,28.859803443946888,614,District 11
615,30.5603111592867,615,District 11
616,10.864871656449814,616,District 11
617,40.38450248779999,617,District 11
618,41.60588892747313,618,District 11
619,42.46853274093839,619,District 11
620,31.502667787790465,620,District 11
621,29.12956240058068,621,District 11
622,34.29021119949056,622,District 11
623,1.6858975330564203,623,District 11
624,19.360744546611063,624,District 11
625,12.59775048541438,625,District 11
626,8.570629666144177,626,District 11
627,9.259446055473516,627,District 11
628,11.708663114550768,628,District 11
629,7.257169097712548,629,District 11
630,-0.3450135869217619,630,District 11
631,6.548749335924461,631,District 11
632,9.415046165959486,632,District 11
633,-1.3721079066154611,633,District 11
634,19.522992125542448,634,District 11
635,28.479764382568305,635,District 11
636,35.75857699178556,636,District 11
637,33.73791676560746,637,District 11
638,40.66515095664798,638,District 11
639,40.80141905057236,639,District 11
640,43.16096363937697,640,District 11
641,37.42752651114122,641,District 11
642,38.557612648202536,642,District 11
643,34.72145359353782,643,District 11
644,28.005758027436105,644,District 11
645,24.125706004669752,645,District 11
646,27.35790456639632,646,District 11
647,4.046194426127439,647,District 11
648,6.25103530001031,648,District 11
649,2.2176979356773905,649,District 11
650,6.364105952286409,650,District 11
651,3.1752820033655835,651,District 11
652,-20.828205593050885,652,District 11
653,7.964757797593432,653,District 11
654,18.045498916671,654,District 11
655,22.601858037201666,655,District 11
656,25.878557436564783,656,District 11
657,30.24081153492664,657,District 11
658,36.84722744561752,658,District 11
659,36.62054303429653,659,District 11
660,39.66235969481183,660,District 11
661,42.042550639806734,661,District 11
662,42.17771952805414,662,District 11
663,38.9779498538868,663,District 11
664,5.486385574997803,664,District 11
665,33.65370448973007,665,District 11
666,30.118541639979295,666,District 11
667,25.056143918389367,667,District 11
668,-23.046155053949903,668,District 11
669,18.492315708260783,669,District 11
670,13.704958010991447,670,District 11
671,-6.538229202696875,671,District 11
672,-4.652043113557646,672,District 11
673,7.357351908255384,673,District 11
674,-25.561167752645385,674,District 11
675,0.781470859723275,675,District 11
676,-2.7932095355461195,676,District 11
677,-6.712640786203616,677,District 11
678,17.066483697753423,678,District 11
679,25.777982429158968,679,District 11
680,30.89521267606292,680,District 11
681,33.88616087508366,681,District 11
682,37.26488171100196,682,District 11
683,38.517910842714166,683,District 11
684,41.3795429929055,684,District 11
685,38.913935697486,685,District 11
686,37.24049498666104,686,District 11
687,37.22566842807928,687,District 11
688,34.66108358096896,688,District 11
689,27.361068488331448,689,District 11
690,2.629463002309034,690,District 11
691,22.796080381201897,691,District 11
692,-8.24254496728181,692,District 11
693,20.12811912939392,693,District 11
694,-5.1516971417188975,694,District 11
695,13.418653978583295,695,District 11
696,7.2688997026960624,696,District 11
697,-10.223199812494526,697,District 11
698,2.1541779872152165,698,District 11
699,-1.8226773252691075,699,District 11
700,-22.861973087173084,700,District 11
701,26.050280737377086,701,District 11
702,16.328192118725358,702,District 11
703,30.249950414179008,703,District 11
704,41.939890056748894,704,District 11
705,40.63173688957696,705,District 11
706,40.19992825005007,706,District 11
707,42.6593699003114,707,District 11
708,38.22098295461903,708,District 11
709,37.266733232441936,709,District 11
710,34.24364494354816,710,District 11
711,15.9065575609693,711,District 11
712,3.2231021032094,712,District 11
713,8.400940479093657,713,District 11
714,-15.266516641587016,714,District 11
715,7.898582942101591,715,District 11
716,4.865280188879857,716,District 11
717,8.876439106207302,717,District 11
718,3.4943511325906567,718,District 11
719,-5.988534872410685,719,District 11
720,15.46836269795236,720,District 11
721,23.845918824926635,721,District 11
722,25.75655885571235,722,District 11
723,33.54325623554181,723,District 11
724,37.84645341746645,724,District 11
725,37.39530271699168,725,District 11
726,33.875137634920904,726,District 11
727,41.6540596581735,727,District 11
728,42.08232549344584,728,District 11
729,30.514927771988496,729,District 11
730,39.550809552636686,730,District 11
731,36.49107684853615,731,District 11
732,26.01283360913444,732,District 11
733,-30.05547873347084,733,District 11
734,0.3308240317479702,734,District 11
735,-54.99516291389335,735,District 11
736,8.766707026331904,736,District 11
737,-19.581076474629555,737,District 11
738,-21.493457087980847,738,District 11
739,3.864657631124564,739,District 11
740,2.1426639753549135,740,District 11
741,4.177307532689522,741,District 11
742,13.47291000064493,742,District 11
743,14.100172243788972,743,District 11
744,8.015791897402183,744,District 11
745,31.5582422895734,745,District 11
746,29.24064492262419,746,District 11
747,36.758655639009824,747,District 11
748,32.50585890189336,748,District 11
749,37.06007787311416,749,District 11
750,38.537868685491205,750,District 11
751,36.4022863714753,751,District 11
752,31.19353730181796,752,District 11
753,3.9725828378353887,753,District 11
754,27.99188845576768,754,District 11
755,21.370842944173976,755,District 11
