,u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,bearing,lanes,ref,bridge,junction,width
167,278226632,278226617,0,382629788,True,میدان مادر,primary,30.0,26.495,"LINESTRING (59.5134665 36.3591209, 59.5134946 36.3592379, 59.5134764 36.3593561)",1.9,,,,roundabout,
168,278227165,278215191,0,971151474,True,میدان امامیه,primary,30.0,27.756,"LINESTRING (59.5148465 36.3619123, 59.5149362 36.361871, 59.5150361 36.3618497, 59.5151394 36.3618501)",104.8,3,,,roundabout,
169,278227222,2449870237,0,25529941,True,ادیب نیشابوری,secondary,50.0,52.024,"LINESTRING (59.514694 36.3621232, 59.5145786 36.3620143, 59.5144379 36.3619095, 59.5142785 36.3617975)",225.8,,,,,
170,278227222,278227165,0,971151475,True,میدان امامیه,primary,30.0,27.768,"LINESTRING (59.514694 36.3621232, 59.5147211 36.3620429, 59.5147731 36.361971, 59.5148465 36.3619123)",149.8,3,,,roundabout,
171,278228037,278228879,0,"[951295616, 25530036]",True,بولوار شاهد,primary,60.0,603.9590000000001,"LINESTRING (59.5013327 36.3463702, 59.5012839 36.3464602, 59.5012693 36.3465253, 59.5013044 36.3470095, 59.5014128 36.3485052, 59.501419 36.348595, 59.5014689 36.3494042, 59.5014905 36.3497215, 59.5015256 36.3502338, 59.5015471 36.3505493, 59.5015806 36.35104, 59.5015901 36.3511786, 59.5016348 36.3517842)",2.6,"['2', '3']",,,,
172,278228405,3850792459,0,965864637,True,بولوار شاهد,primary,60.0,119.901,"LINESTRING (59.5092558 36.3593543, 59.5079169 36.3593652)",270.6,,,,,
173,278228405,2636688448,0,26256900,False,فلاحی ۶۲,residential,30.0,32.828,"LINESTRING (59.5092558 36.3593543, 59.5092498 36.3594383, 59.5092425 36.3594548, 59.5092293 36.3595533, 59.5092346 36.3596477)",356.7,,,,,
174,278228414,287565778,0,25530060,True,بولوار شاهد,primary,60.0,36.641,"LINESTRING (59.5049593 36.3590418, 59.5045804 36.3589174)",247.8,,,,,
175,278228414,985613152,0,26257036,True,,residential,30.0,24.939,"LINESTRING (59.5049593 36.3590418, 59.5048427 36.3590897, 59.5047112 36.3591437)",297.0,,,,,
176,278228427,278228430,0,25530060,True,بولوار شاهد,primary,60.0,62.972,"LINESTRING (59.5022944 36.3571717, 59.5020208 36.35665)",202.9,,,,,
177,278228427,892621838,0,878619623,True,بولوار فاطمیه,tertiary,30.0,26.683,"LINESTRING (59.5022944 36.3571717, 59.5021561 36.3571011, 59.5020277 36.3570696)",244.6,,,,,
178,278228430,278228436,0,25530060,True,بولوار شاهد,primary,60.0,468.364,"LINESTRING (59.5020208 36.35665, 59.5019012 36.356382, 59.5018065 36.3559493, 59.5017628 36.3555766, 59.5017596 36.3555496, 59.5017091 36.3548762, 59.5016641 36.3542759, 59.5016176 36.3537118, 59.5016115 36.3536068, 59.501578 36.3530381, 59.5015511 36.3525431, 59.501547 36.352468)",185.2,,,,,
179,278228436,2449869790,0,84894281,True,,primary_link,,42.242,"LINESTRING (59.501547 36.352468, 59.5013732 36.352288, 59.5012137 36.352207)",225.8,,,,,
180,278228436,2449869787,0,964338608,True,بولوار شاهد,primary,60.0,29.971000000000004,"LINESTRING (59.501547 36.352468, 59.5015336 36.3522681, 59.501528 36.3521989)",183.3,3,,,,
181,278228437,2493167468,0,382629792,True,بولوار شاهد,primary,60.0,347.9309999999999,"LINESTRING (59.501492 36.3517928, 59.5014785 36.3516342, 59.5014522 36.3513273, 59.5014404 36.3511703, 59.5014006 36.3506389, 59.5013589 36.3500833, 59.5013113 36.3494484, 59.5012597 36.3486867, 59.5012508 36.348671)",183.6,3,,,,
182,278228443,278228037,0,557905760,True,,primary_link,,32.122,"LINESTRING (59.5010495 36.3463671, 59.5010775 36.3463326, 59.5011181 36.3463074, 59.5011667 36.3462943, 59.501218 36.3462949, 59.5012661 36.346309, 59.5013059 36.3463351, 59.5013327 36.3463702)",89.2,,,,,
183,278228443,278228446,0,951295615,True,بولوار شاهد,primary,60.0,48.391000000000005,"LINESTRING (59.5010495 36.3463671, 59.5009351 36.3462716, 59.5008062 36.3462228, 59.5005776 36.346186)",244.5,2,,,,
184,278228446,260655578,0,964338605,False,میدان امام حسن,trunk,30.0,128.805,"LINESTRING (59.5005776 36.346186, 59.501052 36.3461722, 59.5014792 36.3461489, 59.5020085 36.3460847)",95.0,3,,,circular,
185,278228446,260655583,0,968402295,False,میدان امام حسن,trunk,30.0,126.698,"LINESTRING (59.5005776 36.346186, 59.5001599 36.3461573, 59.499168 36.3460899)",265.2,,,,circular,
186,278228879,2449869767,0,84894288,True,,primary_link,,47.86,"LINESTRING (59.5016348 36.3517842, 59.5017369 36.3519234, 59.5018713 36.3520188, 59.5020159 36.3520627)",47.8,,,,,
187,278228879,2449869770,0,964338562,True,بولوار شاهد,primary,60.0,32.483,"LINESTRING (59.5016348 36.3517842, 59.5016429 36.3518868, 59.5016584 36.3520757)",3.7,3,,,,
188,278228880,278228893,0,382629796,True,بولوار شاهد,primary,60.0,819.5569999999998,"LINESTRING (59.5016775 36.3524526, 59.5017225 36.3530525, 59.5017273 36.3531168, 59.501911 36.355568, 59.5019575 36.3559379, 59.502053 36.3563494, 59.5021527 36.3566157, 59.5024424 36.3571303, 59.5026361 36.3573932, 59.5028665 36.3576716, 59.5031588 36.3579584, 59.5034961 36.3582205, 59.5039472 36.3584988, 59.5042793 36.3586648, 59.5048061 36.3588282)",21.6,,,,,
189,278228893,297427305,0,191356050,False,شاهد ۵۷,residential,30.0,100.735,"LINESTRING (59.5048061 36.3588282, 59.5048862 36.3587352, 59.5049672 36.3586244, 59.5053965 36.3580573)",148.3,,,,,
190,278228893,3850796860,0,382629796,True,بولوار شاهد,primary,60.0,216.066,"LINESTRING (59.5048061 36.3588282, 59.5050225 36.3588955, 59.5054476 36.358974, 59.506068 36.3590942, 59.5064069 36.3591186, 59.5067306 36.3591663, 59.5068127 36.359155, 59.5071614 36.3592043)",78.8,,,,,
191,278228900,2756470971,0,26257109,False,شاهد ۵۹,residential,30.0,70.16,"LINESTRING (59.5092671 36.3592001, 59.5092726 36.3591335, 59.5092736 36.3590493, 59.509271 36.3586308, 59.5092708 36.3585693)",179.7,,,,,
192,278228900,278226626,0,965864646,True,بولوار شاهد,primary,60.0,302.568,"LINESTRING (59.5092671 36.3592001, 59.5096511 36.3592054, 59.5101285 36.3592103, 59.510254 36.3592069, 59.5103626 36.3592084, 59.5104179 36.3592103, 59.5110642 36.3592121, 59.5116782 36.3592148, 59.5117374 36.3592168, 59.5118001 36.3592216, 59.5122309 36.3592148, 59.5122894 36.3592102, 59.5124171 36.3591854, 59.5125157 36.3591466, 59.5125891 36.3590758)",92.7,,,,,
193,278229001,278229011,0,25850067,True,بولوار امامیه,primary,60.0,236.99,"LINESTRING (59.5151365 36.3624822, 59.5149404 36.362577, 59.5147892 36.3626892, 59.5145578 36.3628748, 59.5145185 36.362906, 59.5143224 36.3630618, 59.5140188 36.3632631, 59.5136895 36.3634312, 59.513025 36.3637475)",306.7,4,,,,
194,278229001,278229255,0,967570993,True,میدان امامیه,primary,30.0,37.02,"LINESTRING (59.5151365 36.3624822, 59.5150332 36.3624819, 59.5149334 36.3624601, 59.5148441 36.3624182, 59.5147713 36.3623591)",247.3,3,,,roundabout,
195,278229011,280484241,0,25722473,False,امامیه ۶۱,residential,30.0,98.915,"LINESTRING (59.513025 36.3637475, 59.5131536 36.3638843, 59.5133401 36.3640261, 59.513621 36.3641322, 59.5139296 36.3642139)",57.4,,,,,
196,278229011,2449870462,0,25850067,True,بولوار امامیه,primary,60.0,175.804,"LINESTRING (59.513025 36.3637475, 59.5127191 36.3639067, 59.5124994 36.3640522, 59.5124541 36.3640822, 59.512187 36.3643089, 59.5120331 36.3644662, 59.511973 36.3645368, 59.5117392 36.3648114, 59.511693 36.3648824)",316.6,4,,,,
197,278229246,280484556,0,25722478,False,راستی ۱ - امامیه ۴۲,residential,30.0,61.439,"LINESTRING (59.5129077 36.3636788, 59.5128486 36.3636117, 59.5126979 36.3634791, 59.5124267 36.3632875)",224.7,,,,,
198,278229246,278229255,0,967197982,True,بولوار امامیه,primary,60.0,228.523,"LINESTRING (59.5129077 36.3636788, 59.5136228 36.3633433, 59.5139433 36.3631766, 59.5142357 36.3629849, 59.5144622 36.362802, 59.514661 36.3626121, 59.5147356 36.3625016, 59.5147713 36.3623591)",131.3,4,,,,
199,278229255,278227222,0,25573654,True,میدان امامیه,primary,30.0,27.76,"LINESTRING (59.5147713 36.3623591, 59.51472 36.3622869, 59.5146936 36.3622064, 59.514694 36.3621232)",194.8,3,,,roundabout,
200,278230751,278230752,0,25530331,True,بولوار شهید جراح,tertiary,40.0,226.675,"LINESTRING (59.5298872 36.3802492, 59.5282629 36.3786854)",219.9,,,,,
201,278230751,763459579,0,60982117,False,جراح ۱,unclassified,,360.583,"LINESTRING (59.5298872 36.3802492, 59.5268972 36.382422)",312.1,,,,,
202,278230752,278230753,0,25530331,True,بولوار شهید جراح,tertiary,40.0,137.004,"LINESTRING (59.5282629 36.3786854, 59.5272845 36.377738)",219.7,,,,,
203,278230752,763459438,0,60982122,False,جراح ۳,unclassified,,341.73400000000004,"LINESTRING (59.5282629 36.3786854, 59.5282045 36.3787845, 59.5279255 36.3793658, 59.5274551 36.3801937, 59.5263283 36.3812991)",329.2,,,,,
204,278230753,3180324288,0,25530331,True,بولوار شهید جراح,tertiary,40.0,26.613,"LINESTRING (59.5272845 36.377738, 59.5271817 36.3776823, 59.527083 36.37767, 59.5270102 36.3776781)",254.8,,,,,
205,278230753,3180324282,0,312187041,True,,tertiary,40.0,12.988,"LINESTRING (59.5272845 36.377738, 59.5272791 36.3777091, 59.5272925 36.377682, 59.5273211 36.377664, 59.527357 36.37766)",143.2,,,,,
206,278232277,2449870256,0,964338618,True,بولوار دکتر یوسفی,tertiary,40.0,13.38,"LINESTRING (59.5293127 36.3619761, 59.5291649 36.3619584)",261.5,,,,,
207,278232277,798800260,0,55283964,True,بولوار اندیشه,secondary,50.0,176.574,"LINESTRING (59.5293127 36.3619761, 59.5287251 36.3627443, 59.5282784 36.3633281)",328.4,2,,,,
208,278232277,287258328,0,191350389,False,اندیشه ۲۷,tertiary,40.0,143.086,"LINESTRING (59.5293127 36.3619761, 59.530068 36.3623142, 59.5307375 36.3625561)",63.2,,,,,
209,278232281,278232282,0,965864639,True,بولوار اندیشه,secondary,50.0,80.102,"LINESTRING (59.5278015 36.3639438, 59.5277811 36.3639702, 59.5274849 36.3643534, 59.5273288 36.3645554)",328.1,2,,,,
210,278232282,5674452749,0,25974391,False,اندیشه ۴۱,residential,30.0,77.494,"LINESTRING (59.5273288 36.3645554, 59.5280633 36.364924)",58.1,,,,,
211,278232282,2449870527,0,965864639,True,بولوار اندیشه,secondary,50.0,200.702,"LINESTRING (59.5273288 36.3645554, 59.5271014 36.3648496, 59.5269144 36.3650916, 59.5265992 36.3654994, 59.5265082 36.3656172, 59.5261444 36.3660878)",328.1,2,,,,
212,278232290,697269583,0,55487489,False,اندیشه ۷۱,tertiary,40.0,183.215,"LINESTRING (59.5224579 36.3707734, 59.5244694 36.3710761)",79.4,,,,,
213,278232290,2449870974,0,494449673,True,بولوار اندیشه,secondary,50.0,210.994,"LINESTRING (59.5224579 36.3707734, 59.5215481 36.3719722, 59.5212154 36.3723856)",328.2,2,,,,
214,278232292,668278710,0,237038781,False,اندیشه ۷۹,residential,30.0,112.581,"LINESTRING (59.5206823 36.3730368, 59.5217172 36.3736119)",55.4,,,,,
215,278232292,278232294,0,494449673,True,بولوار اندیشه,secondary,50.0,400.066,"LINESTRING (59.5206823 36.3730368, 59.5182747 36.3760678)",327.4,2,,,,
216,278232294,668278729,0,52613544,False,اندیشه ۸۳,residential,30.0,116.709,"LINESTRING (59.5182747 36.3760678, 59.5193745 36.3766313)",57.5,,,,,
217,278232294,278232295,0,494449673,True,بولوار اندیشه,secondary,50.0,209.586,"LINESTRING (59.5182747 36.3760678, 59.5181472 36.3762283, 59.5179026 36.3765319, 59.5172144 36.3773863, 59.5170099 36.3776538)",327.3,2,,,,
218,278232295,287285818,0,52613559,False,,residential,50.0,12.889,"LINESTRING (59.5170099 36.3776538, 59.5168868 36.3775937)",238.8,,,,,
219,278232295,278232296,0,494449673,True,بولوار اندیشه,secondary,50.0,232.929,"LINESTRING (59.5170099 36.3776538, 59.5160912 36.3788176, 59.5158425 36.3791349, 59.5156168 36.379423)",327.6,2,,,,
220,278232296,5502049940,0,191352073,False,اندیشه ۹۳,tertiary,30.0,88.236,"LINESTRING (59.5156168 36.379423, 59.5164442 36.3798542)",57.1,,,,,
221,278232296,595594275,0,494449673,True,بولوار اندیشه,secondary,50.0,73.767,"LINESTRING (59.5156168 36.379423, 59.5154057 36.3796924, 59.5151884 36.3799896)",328.7,2,,,,
