,u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bearing,junction,access,bridge
0,260123882,260123892,0,964338568,True,3,بزرگراه وکیل آباد,trunk,80,553.264,"LINESTRING (59.5147735 36.3235014, 59.5105195 36.3248409, 59.5090289 36.3253276)",291.5,,,
1,260123892,260123893,0,966754384,True,3,بزرگراه وکیل آباد,trunk,80,112.08,"LINESTRING (59.5090289 36.3253276, 59.50786 36.3256869)",290.9,,,
2,260123892,9022444270,0,23992884,True,,بولوار دانش آموز,secondary,50,49.604,"LINESTRING (59.5090289 36.3253276, 59.5089458 36.3254008, 59.5088521 36.3254853, 59.5087921 36.3256002, 59.5087887 36.3257091)",333.1,,,
3,260123893,1030590115,0,966754384,True,3,بزرگراه وکیل آباد,trunk,80,414.362,"LINESTRING (59.50786 36.3256869, 59.5035473 36.3270337)",291.2,,,
4,260123904,8179988917,0,968231276,True,3,بزرگراه وکیل آباد,trunk,80,80.728,"LINESTRING (59.5005497 36.3279784, 59.4997077 36.3282371)",290.9,,,
5,260123948,260130927,0,23992884,True,,بولوار دانش آموز,secondary,50,73.625,"LINESTRING (59.5089866 36.3262257, 59.5092948 36.3268395)",22.0,,,
6,260123948,260131223,0,56313975,False,,کوچه دانش آموز ۱,residential,30,221.937,"LINESTRING (59.5089866 36.3262257, 59.5112883 36.3254875)",111.7,,,
7,260124276,260589584,0,24029230,True,,بولوار امامت,secondary,60,74.311,"LINESTRING (59.5328978 36.317849, 59.5326024 36.3180513, 59.532539 36.3181338, 59.5324951 36.3182414, 59.5325088 36.3183866)",329.8,,,
8,260124276,260124278,0,381812638,True,3,بزرگراه وکیل آباد,trunk,70,121.262,"LINESTRING (59.5328978 36.317849, 59.5322377 36.3180556, 59.5318787 36.3181679, 59.5316362 36.3182439)",291.2,,,
9,260124278,3577963830,0,386296780,True,,بزرگراه وکیل آباد,trunk,70,347.006,"LINESTRING (59.5316362 36.3182439, 59.5280295 36.3193813)",291.4,,,
10,260124291,260123882,0,964338568,True,3,بزرگراه وکیل آباد,trunk,80,178.899,"LINESTRING (59.51663 36.3229088, 59.5147735 36.3235014)",291.6,,,
11,260124291,260130822,0,23992878,True,,,trunk_link,,92.74,"LINESTRING (59.51663 36.3229088, 59.516337 36.323089, 59.5162612 36.323186, 59.5162325 36.3232441, 59.5162042 36.3233015, 59.5161716 36.3234486, 59.516193 36.3235963)",332.9,,,
12,260128439,650315311,0,352013074,True,2,بولوار جلال آل احمد,secondary,50,168.411,"LINESTRING (59.5249171 36.3207818, 59.5250738 36.3210986, 59.5253306 36.3216411, 59.5256017 36.3221923)",21.4,,,
13,260129710,260130778,0,23992874,True,,,trunk_link,,200.967,"LINESTRING (59.5171692 36.3250926, 59.5169875 36.3248514, 59.5167862 36.3245842, 59.5165471 36.3243487, 59.516489 36.3242915, 59.5161578 36.3239558, 59.516094 36.3238911, 59.5158497 36.323635)",216.1,,,
14,260130040,750022777,0,24043193,True,,بولوار سید رضی,primary,60,77.128,"LINESTRING (59.5183663 36.3271551, 59.5183959 36.3273759, 59.5184682 36.3275268, 59.5186067 36.3278158)",16.3,,,
15,260130040,750022768,0,962262123,True,,میدان فرهنگ,primary,30,26.644,"LINESTRING (59.5183663 36.3271551, 59.5183116 36.3271957, 59.5182457 36.3272235, 59.5181732 36.3272366, 59.5180989 36.3272342)",290.2,roundabout,,
16,260130043,750022740,0,23992803,True,,میدان فرهنگ,primary,30,26.677,"LINESTRING (59.5179651 36.3271842, 59.5179143 36.3271403, 59.5178797 36.3270873, 59.5178635 36.3270287, 59.517867 36.3269688)",200.1,roundabout,,
17,260130043,266144793,0,24478271,True,,بولوار فرهنگ,tertiary,40,126.844,"LINESTRING (59.5179651 36.3271842, 59.5178103 36.3271872, 59.5176695 36.3272121, 59.5166287 36.3275386)",288.2,,,
18,260130045,9022443890,0,23992766,True,,بولوار سید رضی,primary,60,28.151,"LINESTRING (59.5179289 36.326861, 59.5179182 36.3267032, 59.5178775 36.3266139)",189.5,,,
19,260130045,260130046,0,962262122,True,,میدان فرهنگ,primary,30,26.644,"LINESTRING (59.5179289 36.326861, 59.5179836 36.3268204, 59.5180495 36.3267926, 59.518122 36.3267795, 59.5181963 36.3267819)",110.2,roundabout,,
20,260130046,750022774,0,969484718,True,,میدان فرهنگ,primary,30,13.328,"LINESTRING (59.5181963 36.3267819, 59.5182673 36.3267998, 59.5183301 36.3268319)",65.1,roundabout,,
21,260130778,260123882,0,23992874,True,,,trunk_link,,101.733,"LINESTRING (59.5158497 36.323635, 59.5156217 36.3235153, 59.5154894 36.3234774, 59.5151631 36.3234495, 59.5147735 36.3235014)",261.2,,,
22,260130778,260130822,0,107949817,True,,,trunk_link,,57.546,"LINESTRING (59.5158497 36.323635, 59.515822 36.3235605, 59.5158288 36.3235066, 59.5158741 36.3234583, 59.515925 36.3234373, 59.5160032 36.3234455, 59.5160926 36.3235048, 59.516193 36.3235963)",98.0,,,
23,260130822,669958625,0,23992878,True,,,trunk_link,,193.044,"LINESTRING (59.516193 36.3235963, 59.5163806 36.3238146, 59.5165813 36.3240149, 59.5166997 36.324132, 59.5169875 36.3244101, 59.517099 36.3245519, 59.5171852 36.3247166, 59.5172879 36.3250602)",31.1,,,
24,260130927,260131868,0,55488382,False,,کوچه دانش آموز ۳,residential,30,223.113,"LINESTRING (59.5092948 36.3268395, 59.5116051 36.3260901)",111.9,,,
25,260130927,260130928,0,23992884,True,,بولوار دانش آموز,secondary,50,75.842,"LINESTRING (59.5092948 36.3268395, 59.5094723 36.3272153, 59.5095958 36.327477)",20.8,,,
26,260130928,260130929,0,23992884,True,,بولوار دانش آموز,secondary,50,77.801,"LINESTRING (59.5095958 36.327477, 59.5099109 36.328129)",21.3,,,
27,260130928,260132729,0,56313973,False,,کوچه دانش آموز ۵,residential,30,191.894,"LINESTRING (59.5095958 36.327477, 59.5115887 36.3268443)",111.5,,,
28,260130929,260130930,0,23992884,True,,بولوار دانش آموز,secondary,50,76.235,"LINESTRING (59.5099109 36.328129, 59.5102196 36.3287679)",21.3,,,
29,260130929,266143144,0,55488383,False,,کوچه دانش آموز ۷,residential,30,223.58,"LINESTRING (59.5099109 36.328129, 59.5122255 36.3273769)",112.0,,,
30,260130930,266143145,0,24518163,False,,کوچه دانش آموز ۹,residential,30,221.296,"LINESTRING (59.5102196 36.3287679, 59.5125032 36.3280089)",112.4,,,
31,260130930,650210476,0,23992884,True,,بولوار دانش آموز,secondary,50,69.126,"LINESTRING (59.5102196 36.3287679, 59.5103818 36.3291238, 59.5104396 36.3292182, 59.5105106 36.329343)",22.2,,,
32,260130965,8504512751,0,24478252,False,,کوچه دانش آموز ۶,residential,30,194.613,"LINESTRING (59.5094923 36.3275683, 59.5074396 36.3281413)",289.1,,,
33,260130965,1082200272,0,93337054,True,,بولوار دانش آموز,secondary,50,216.318,"LINESTRING (59.5094923 36.3275683, 59.5091642 36.3268895, 59.5088458 36.3262751, 59.5086824 36.3259483, 59.508643 36.3258695, 59.5085604 36.3257771)",202.7,,,
34,260131219,260131867,0,24478262,False,,آموزش,residential,30,76.51,"LINESTRING (59.5065612 36.3269916, 59.5068844 36.3276285)",22.2,,,
35,260131219,260131298,0,191060543,False,,کوچه ۲ آموزش,residential,30,218.669,"LINESTRING (59.5065612 36.3269916, 59.5042827 36.327697)",291.0,,,
36,260131219,9022444262,0,974950966,False,,کوچه دانش آموز ۲,residential,30,204.052,"LINESTRING (59.5065612 36.3269916, 59.5086822 36.3263226)",111.4,,,
37,260131219,260132163,0,645535136,False,,۲۹ وکیل آباد,residential,30,81.521,"LINESTRING (59.5065612 36.3269916, 59.5062535 36.32634, 59.5062366 36.3263067)",200.9,,,
38,260131223,260131868,0,24005465,False,,شیخ مفید,residential,30,72.769,"LINESTRING (59.5112883 36.3254875, 59.5116051 36.3260901)",23.0,,,
39,260131223,260123948,0,56313975,False,,کوچه دانش آموز ۱,residential,30,221.937,"LINESTRING (59.5112883 36.3254875, 59.5089866 36.3262257)",291.7,,,
40,260131223,260131227,0,191060564,False,,کوچه سید مرتضی ۲,residential,30,218.824,"LINESTRING (59.5112883 36.3254875, 59.5135488 36.3247419)",112.3,,,
41,260131223,260300439,0,645535134,False,,۲۵ وکیل آباد,residential,30,80.861,"LINESTRING (59.5112883 36.3254875, 59.5109897 36.3248479, 59.5109704 36.3248069)",200.6,,,
42,260131227,260131223,0,191060564,False,,کوچه سید مرتضی ۲,residential,30,218.824,"LINESTRING (59.5135488 36.3247419, 59.5112883 36.3254875)",292.3,,,
43,260131227,260131869,0,645535132,False,,سید مرتضی,tertiary,40,77.095,"LINESTRING (59.5135488 36.3247419, 59.513871 36.3253848)",22.0,,,
44,260131227,262322634,0,24227626,False,,۲۳ وکیل آباد,tertiary,40,74.122,"LINESTRING (59.5135488 36.3247419, 59.5132475 36.3241407, 59.513239 36.3241238)",202.0,,,
45,260131227,1056899475,0,"[24485721, 780333036, 191060565]",False,,"['فرهنگ ۲۰', 'کوچه سید مرتضی ۱', 'کوچه شهید رضوی ۲۵']",residential,30,268.23,"LINESTRING (59.5135488 36.3247419, 59.514642 36.3244228, 59.5157304 36.3241051, 59.51577 36.3242217, 59.5156813 36.3246375)",93.5,,,
46,260131295,260131320,0,62380468,False,,وکیل آباد ۳۵,residential,30,75.286,"LINESTRING (59.4996012 36.3291141, 59.4998958 36.3297482)",20.5,,,
47,260131295,260131296,0,106562548,False,,کوچه دانشجو ۲,residential,30,212.261,"LINESTRING (59.4996012 36.3291141, 59.5018248 36.3284547)",110.2,,,
48,260131295,779161361,0,191228203,False,,کوچه قائم مقام فراهانی ۱,residential,30,273.31500000000005,"LINESTRING (59.4996012 36.3291141, 59.498165 36.329572, 59.4967611 36.3300121)",291.4,,,
49,260131295,2559090020,0,645535140,False,,وکیل آباد ۳۵,residential,30,74.631,"LINESTRING (59.4996012 36.3291141, 59.4992969 36.3285699, 59.4992646 36.3285003)",203.8,,,
50,260131296,260131948,0,23993000,True,,بولوار دانشجو,trunk_link,,7.668,"LINESTRING (59.5018248 36.3284547, 59.5017992 36.3283889)",197.4,,,
51,260131296,260131295,0,106562548,False,,کوچه دانشجو ۲,residential,30,212.261,"LINESTRING (59.5018248 36.3284547, 59.4996012 36.3291141)",290.2,,,
52,260131297,260131866,0,23993007,True,,بولوار دانشجو,trunk_link,,75.676,"LINESTRING (59.5020568 36.3283933, 59.502362 36.3290279)",21.2,,,
53,260131297,260131298,0,191060551,False,,کوچه دانشجو ۱,residential,30,213.907,"LINESTRING (59.5020568 36.3283933, 59.5042827 36.327697)",111.2,,,
54,260131298,260131838,0,55360941,False,,پرورش,residential,30,76.102,"LINESTRING (59.5042827 36.327697, 59.5045863 36.3283362)",20.9,,,
55,260131298,260131219,0,191060543,False,,کوچه ۲ آموزش,residential,30,218.669,"LINESTRING (59.5042827 36.327697, 59.5065612 36.3269916)",111.0,,,
56,260131298,260131297,0,191060551,False,,کوچه دانشجو ۱,residential,30,213.907,"LINESTRING (59.5042827 36.327697, 59.5020568 36.3283933)",291.2,,,
57,260131298,260131839,0,645535138,False,,۳۱ وکیل آباد,residential,30,81.446,"LINESTRING (59.5042827 36.327697, 59.5039759 36.3270406, 59.5039587 36.3270128)",200.9,,,
58,260131316,260131317,0,23992945,False,,شهید عقدائی,residential,30,83.025,"LINESTRING (59.5011415 36.3323835, 59.5008137 36.3316851)",200.7,,,
59,260131316,1030097847,0,24478230,True,,بولوار فرهنگ,tertiary,40,206.487,"LINESTRING (59.5011415 36.3323835, 59.5030763 36.3317711, 59.5032714 36.3316787)",112.3,,,
60,260131317,260131318,0,23992945,False,,شهید عقدائی,residential,30,75.769,"LINESTRING (59.5008137 36.3316851, 59.5005213 36.3310457)",200.2,,,
61,260131317,260131316,0,23992945,False,,شهید عقدائی,residential,30,83.025,"LINESTRING (59.5008137 36.3316851, 59.5011415 36.3323835)",20.7,,,
62,260131317,8120512826,0,24518224,False,,کوچه دانشجو ۱۰,residential,30,201.804,"LINESTRING (59.5008137 36.3316851, 59.5029149 36.3310306)",111.1,,yes,
63,260131317,266624351,0,106562545,False,,کوچه قائم مقام فراهانی ۹,residential,30,271.144,"LINESTRING (59.5008137 36.3316851, 59.4979905 36.3325645)",291.1,,,
64,260131318,1030114706,0,23992945,False,,شهید عقدائی,residential,30,48.794,"LINESTRING (59.5005213 36.3310457, 59.5003183 36.3306385)",201.9,,,
65,260131318,260131317,0,23992945,False,,شهید عقدائی,residential,30,75.769,"LINESTRING (59.5005213 36.3310457, 59.5008137 36.3316851)",20.2,,,
66,260131318,8120512827,0,106562937,False,,کوچه دانشجو ۸,residential,30,196.675,"LINESTRING (59.5005213 36.3310457, 59.5025653 36.3304)",111.4,,,
67,260131318,779161370,0,"[106562544, 88747709]",False,,کوچه قائم مقام فراهانی ۷,residential,30,293.978,"LINESTRING (59.5005213 36.3310457, 59.4982797 36.3317565, 59.497958 36.3311029)",271.6,,,
68,260131320,260131295,0,62380468,False,,وکیل آباد ۳۵,residential,30,75.286,"LINESTRING (59.4998958 36.3297482, 59.4996012 36.3291141)",200.5,,,
69,260131320,1030114710,0,62380468,False,,وکیل آباد ۳۵,residential,30,48.47,"LINESTRING (59.4998958 36.3297482, 59.5000879 36.3301557)",20.8,,,
70,260131320,260131848,0,106562547,False,,کوچه دانشجو ۴,residential,30,213.161,"LINESTRING (59.4998958 36.3297482, 59.5021344 36.3290983)",109.8,,,
71,260131320,779161364,0,191228201,False,,کوچه قائم مقام فراهانی ۳,residential,30,272.403,"LINESTRING (59.4998958 36.3297482, 59.4970578 36.330628)",291.0,,,
72,260131834,260131835,0,55360941,False,,پرورش,residential,30,82.073,"LINESTRING (59.5058266 36.3309116, 59.5055368 36.3302114)",198.4,,,
73,260131834,266144223,0,55360941,False,,پرورش,residential,30,11.665,"LINESTRING (59.5058266 36.3309116, 59.5058595 36.3310131)",14.6,,,
74,260131834,9022444223,0,55360939,True,,بولوار فرهنگ,tertiary,40,147.815,"LINESTRING (59.5058266 36.3309116, 59.5066838 36.3306443, 59.5073654 36.3304317)",111.2,,,
75,260131835,260131836,0,55360941,False,,پرورش,residential,30,74.245,"LINESTRING (59.5055368 36.3302114, 59.5052364 36.3295891)",201.3,,,
76,260131835,260131834,0,55360941,False,,پرورش,residential,30,82.073,"LINESTRING (59.5055368 36.3302114, 59.5058266 36.3309116)",18.4,,,
77,260131835,266144330,0,24478263,False,,کوچه ۱۰ آموزش,residential,30,216.832,"LINESTRING (59.5055368 36.3302114, 59.5067409 36.3298317, 59.507819 36.3295659)",109.3,,,
78,260131835,9375582755,0,24518215,False,1,دانشجو ۹,residential,20,227.126,"LINESTRING (59.5055368 36.3302114, 59.5036609 36.3307784, 59.5036491 36.3307516, 59.5031865 36.330897)",289.9,,,
79,260131836,266143182,0,24478210,False,,کوچه ۸ آموزش,residential,30,216.943,"LINESTRING (59.5052364 36.3295891, 59.5075146 36.3289274)",109.8,,,
80,260131836,260131837,0,55360941,False,,پرورش,residential,30,74.474,"LINESTRING (59.5052364 36.3295891, 59.5048915 36.3289797)",204.5,,,
81,260131836,260131835,0,55360941,False,,پرورش,residential,30,74.245,"LINESTRING (59.5052364 36.3295891, 59.5055368 36.3302114)",21.3,,,
82,260131837,260131838,0,55360941,False,,پرورش,residential,30,76.6,"LINESTRING (59.5048915 36.3289797, 59.5045863 36.3283362)",200.9,,,
83,260131837,260131836,0,55360941,False,,پرورش,residential,30,74.474,"LINESTRING (59.5048915 36.3289797, 59.5052364 36.3295891)",24.5,,,
84,260131837,9022444278,0,88742974,False,,کوچه دانشجو ۵,residential,30,192.028,"LINESTRING (59.5048915 36.3289797, 59.5028987 36.329616)",291.6,,,
85,260131837,8504512750,0,191060552,False,,کوچه ۶ آموزش,residential,30,193.678,"LINESTRING (59.5048915 36.3289797, 59.5068844 36.3283044)",112.8,,,
86,260131838,260131866,0,23992991,False,,کوچه دانشجو ۳,residential,30,213.587,"LINESTRING (59.5045863 36.3283362, 59.502362 36.3290279)",291.1,,,
87,260131838,260131298,0,55360941,False,,پرورش,residential,30,76.102,"LINESTRING (59.5045863 36.3283362, 59.5042827 36.327697)",200.9,,,
88,260131838,260131837,0,55360941,False,,پرورش,residential,30,76.6,"LINESTRING (59.5045863 36.3283362, 59.5048915 36.3289797)",20.9,,,
89,260131838,260131867,0,191060550,False,,کوچه ۴ آموزش,residential,30,220.398,"LINESTRING (59.5045863 36.3283362, 59.5068844 36.3276285)",110.9,,,
90,260131839,260131298,0,645535138,False,,۳۱ وکیل آباد,residential,30,81.446,"LINESTRING (59.5039587 36.3270128, 59.5039759 36.3270406, 59.5042827 36.327697)",20.9,,,
91,260131848,260131296,0,23993000,True,,بولوار دانشجو,trunk_link,,76.751,"LINESTRING (59.5021344 36.3290983, 59.5018248 36.3284547)",201.2,,,
92,260131848,260131320,0,106562547,False,,کوچه دانشجو ۴,residential,30,213.161,"LINESTRING (59.5021344 36.3290983, 59.4998958 36.3297482)",289.8,,,
93,260131866,260131838,0,23992991,False,,کوچه دانشجو ۳,residential,30,213.587,"LINESTRING (59.502362 36.3290279, 59.5045863 36.3283362)",111.1,,,
94,260131866,2559090104,0,23993007,True,,بولوار دانشجو,trunk_link,,71.464,"LINESTRING (59.502362 36.3290279, 59.5026479 36.3296279)",21.0,,,
95,260131867,260131219,0,24478262,False,,آموزش,residential,30,76.51,"LINESTRING (59.5068844 36.3276285, 59.5065612 36.3269916)",202.2,,,
96,260131867,8504512749,0,24478262,False,,آموزش,residential,30,44.837,"LINESTRING (59.5068844 36.3276285, 59.5070668 36.328004)",21.4,,,
97,260131867,260131838,0,191060550,False,,کوچه ۴ آموزش,residential,30,220.398,"LINESTRING (59.5068844 36.3276285, 59.5045863 36.3283362)",290.9,,,
98,260131867,9022444263,0,974950967,False,,کوچه دانش آموز ۴,residential,30,202.362,"LINESTRING (59.5068844 36.3276285, 59.5089792 36.3269475)",112.0,,,
99,260131868,260131223,0,24005465,False,,شیخ مفید,residential,30,72.769,"LINESTRING (59.5116051 36.3260901, 59.5112883 36.3254875)",203.0,,,
100,260131868,8504520928,0,24005465,False,,شیخ مفید,residential,30,52.42,"LINESTRING (59.5116051 36.3260901, 59.5117705 36.3265423)",16.4,,,
101,260131868,260130927,0,55488382,False,,کوچه دانش آموز ۳,residential,30,223.113,"LINESTRING (59.5116051 36.3260901, 59.5092948 36.3268395)",291.9,,,
102,260131868,260131869,0,191060547,False,,کوچه سید مرتضی ۴,residential,30,217.615,"LINESTRING (59.5116051 36.3260901, 59.513871 36.3253848)",111.1,,,
103,260131869,260131868,0,191060547,False,,کوچه سید مرتضی ۴,residential,30,217.615,"LINESTRING (59.513871 36.3253848, 59.5116051 36.3260901)",291.1,,,
104,260131869,262322709,0,645535132,False,,سید مرتضی,tertiary,40,79.507,"LINESTRING (59.513871 36.3253848, 59.5141885 36.3260525)",21.0,,,
105,260131869,260131227,0,645535132,False,,سید مرتضی,tertiary,40,77.095,"LINESTRING (59.513871 36.3253848, 59.5135488 36.3247419)",202.0,,,
106,260131869,260131870,0,"[191060545, 780333038]",False,,"['کوچه شهید رضوی ۲۳', 'کوچه سید مرتضی ۳']",residential,30,150.288,"LINESTRING (59.513871 36.3253848, 59.5146655 36.3251523, 59.5154478 36.3249234)",110.0,,,
107,260131870,1056899475,0,24485721,False,,فرهنگ ۲۰,residential,30,38.056,"LINESTRING (59.5154478 36.3249234, 59.5156813 36.3246375)",146.7,,,
108,260131870,266219317,0,24485721,False,,فرهنگ ۲۰,residential,30,40.295,"LINESTRING (59.5154478 36.3249234, 59.5155109 36.3252822)",8.1,,,
109,260131870,260131869,0,"[191060545, 780333038]",False,,"['کوچه شهید رضوی ۲۳', 'کوچه سید مرتضی ۳']",residential,30,150.288,"LINESTRING (59.5154478 36.3249234, 59.5146655 36.3251523, 59.513871 36.3253848)",290.0,,,
110,260131948,260123904,0,23993000,True,,بولوار دانشجو,trunk_link,,125.529,"LINESTRING (59.5017992 36.3283889, 59.5015709 36.3282223, 59.5013503 36.3281167, 59.501055 36.3280032, 59.5008772 36.3279724, 59.5005497 36.3279784)",247.8,,,
111,260131948,260132078,0,249279459,True,,,trunk_link,,100.136,"LINESTRING (59.5017992 36.3283889, 59.5015648 36.3279398, 59.5015722 36.3278826, 59.5016148 36.3278467, 59.501671 36.3278263, 59.5017326 36.3278245, 59.5017905 36.3278415, 59.5018721 36.3279843)",171.7,,,
112,260131952,260131848,0,23993000,True,,بولوار دانشجو,trunk_link,,72.464,"LINESTRING (59.502422 36.3297074, 59.5021344 36.3290983)",200.8,,,
113,260132006,260123904,0,968231276,True,3,بزرگراه وکیل آباد,trunk,80,155.718,"LINESTRING (59.5021679 36.327467, 59.5005497 36.3279784)",291.4,,,
114,260132006,260132078,0,23993007,True,,بولوار دانشجو,trunk_link,,64.89699999999999,"LINESTRING (59.5021679 36.327467, 59.5020277 36.3276153, 59.5019702 36.3276893, 59.5019089 36.3277783, 59.5018721 36.3279843)",335.3,,,
115,260132078,260131297,0,23993007,True,,بولوار دانشجو,trunk_link,,48.395,"LINESTRING (59.5018721 36.3279843, 59.5020568 36.3283933)",20.0,,,
116,260132163,260131219,0,645535136,False,,۲۹ وکیل آباد,residential,30,81.521,"LINESTRING (59.5062366 36.3263067, 59.5062535 36.32634, 59.5065612 36.3269916)",20.9,,,
117,260132726,779161370,0,23993060,False,,کوچه قائم مقام فراهانی ۵,residential,30,56.082,"LINESTRING (59.4973748 36.3312863, 59.497958 36.3311029)",111.3,,,
118,260132726,875819723,0,645535142,False,,قائم مقام فراهانی,residential,30,40.886,"LINESTRING (59.4973748 36.3312863, 59.4975399 36.3316291)",21.2,,,
119,260132726,875819742,0,645535142,False,,قائم مقام فراهانی,residential,30,24.641,"LINESTRING (59.4973748 36.3312863, 59.4972753 36.3310797)",201.2,,,
120,260132729,260130928,0,56313973,False,,کوچه دانش آموز ۵,residential,30,191.894,"LINESTRING (59.5115887 36.3268443, 59.5095958 36.327477)",291.5,,,
121,260132729,8504520928,0,24478207,True,,میدان شیخ مفید,residential,30,41.294,"LINESTRING (59.5115887 36.3268443, 59.5115724 36.3267627, 59.5115917 36.3266816, 59.5116443 36.3266108, 59.5117238 36.3265586, 59.5117705 36.3265423)",154.1,roundabout,,
122,260300439,260131223,0,645535134,False,,۲۵ وکیل آباد,residential,30,80.861,"LINESTRING (59.5109704 36.3248069, 59.5109897 36.3248479, 59.5112883 36.3254875)",20.6,,,
123,260353822,1082199950,0,962262121,True,3,بزرگراه وکیل آباد,trunk,80,276.833,"LINESTRING (59.5223563 36.3211485, 59.519468 36.3220332)",290.8,,,
124,260353974,268151039,0,24695355,False,,۱۵ وکیل آباد,residential,30,61.358,"LINESTRING (59.5214306 36.3215982, 59.5214382 36.3216142, 59.5216736 36.3221141)",20.8,,,
125,260353975,268151040,0,24671103,False,,۱۷ وکیل آباد,tertiary,40,62.397,"LINESTRING (59.5197561 36.3221173, 59.5197587 36.3221428, 59.520002 36.3226412)",20.7,,,
126,260353979,264161563,0,24351458,False,,۱۹ وکیل آباد,residential,30,65.755,"LINESTRING (59.5180976 36.3226068, 59.5181091 36.3226318, 59.5183496 36.3231622)",20.1,,,
127,260354219,260128439,0,50588925,True,,,secondary_link,,34.400000000000006,"LINESTRING (59.524682 36.3208001, 59.5246797 36.3207705, 59.5246894 36.3207419, 59.52471 36.3207174, 59.5247392 36.3206995, 59.5247741 36.3206901, 59.5248108 36.3206902, 59.5248455 36.3206998, 59.5248746 36.3207179, 59.5249171 36.3207818)",95.5,,,
128,260354219,5491983295,0,712574896,True,2,بولوار جلال آل احمد,secondary,50,155.675,"LINESTRING (59.524682 36.3208001, 59.5245582 36.3207379, 59.5244754 36.3207072, 59.5242541 36.3206843, 59.5240601 36.3207154, 59.5230541 36.3210312)",280.0,,,
129,260407451,260407455,0,24013270,True,,,trunk_link,,191.03799999999995,"LINESTRING (59.5374685 36.3450256, 59.5379888 36.344957, 59.5391121 36.3448605, 59.5392449 36.3448392, 59.5393366 36.3448106, 59.5394325 36.3447553, 59.5394988 36.3446705)",102.3,,,
130,260407451,260407664,0,55221234,True,3,بزرگراه امام علی,trunk,60,387.348,"LINESTRING (59.5374685 36.3450256, 59.5400035 36.3450347, 59.5417933 36.3450412)",89.7,,,
131,260407455,260407457,0,970332028,True,,,trunk_link,,235.5,"LINESTRING (59.5394988 36.3446705, 59.5395185 36.3445773, 59.5394899 36.3444092, 59.5393897 36.3440492, 59.5390441 36.3428282, 59.5390414 36.3425958)",190.1,,,
132,260407457,9301884883,0,1009500973,True,,بولوار امامت,secondary,40,9.688,"LINESTRING (59.5390414 36.3425958, 59.53902 36.3425104)",191.4,,,
133,260407664,595172071,0,55221234,True,3,بزرگراه امام علی,trunk,60,68.391,"LINESTRING (59.5417933 36.3450412, 59.5425569 36.345044)",89.7,,,
134,260407666,260430151,0,"[24032305, 24032306, 24015444]",True,2,,trunk_link,,214.852,"LINESTRING (59.5444403 36.3450494, 59.5453352 36.3449767, 59.5454847 36.3449781, 59.5464826 36.3449963, 59.5468341 36.3450075)",91.2,,,yes
135,260429638,268923996,0,24744903,True,,ورودی میدان استقلال,trunk_link,,261.598,"LINESTRING (59.544303 36.3298419, 59.5439879 36.3290556, 59.5438305 36.3286506, 59.5435486 36.3275723)",195.0,,,
136,260429638,260429644,0,387288990,True,,بزرگراه آزادی,trunk,80,760.578,"LINESTRING (59.544303 36.3298419, 59.5435635 36.3269287, 59.5432034 36.3256075, 59.5425723 36.3231456)",191.8,,,
137,260429644,260429645,0,950094030,True,4,بزرگراه آزادی,trunk,80,76.901,"LINESTRING (59.5425723 36.3231456, 59.5424119 36.3224662)",190.8,,,
138,260429645,583413895,0,381815005,True,4,بزرگراه آزادی,trunk,60,449.271,"LINESTRING (59.5424119 36.3224662, 59.542327 36.3221542, 59.5415722 36.3193805, 59.5413767 36.3185133)",191.9,,,
139,260429786,3184703682,0,965361757,True,2,امام علی به آزادی جنوب,trunk_link,80,100.535,"LINESTRING (59.5469349 36.3405542, 59.5466914 36.3396716)",192.5,,,
140,260429786,3184713287,0,312602996,True,,,trunk_link,,58.89,"LINESTRING (59.5469349 36.3405542, 59.5467775 36.3403814, 59.5466568 36.3403146, 59.546412 36.3403074)",239.6,,,
141,260430035,260430151,0,24015457,True,,آزادی به شهید چراغچی شرق,trunk_link,60,312.5759999999999,"LINESTRING (59.5478098 36.3443823, 59.5477057 36.3442244, 59.5476105 36.3440979, 59.5474745 36.3439801, 59.5472612 36.3438623, 59.5470971 36.3438258, 59.5468934 36.3438103, 59.5466833 36.3438273, 59.5465218 36.3438829, 59.5463889 36.343959, 59.5462504 36.3441087, 59.5461731 36.3443154, 59.5461603 36.3444713, 59.5462351 36.34466, 59.5463557 36.344803, 59.5465352 36.3449141, 59.5468341 36.3450075)",308.5,,,
142,260430035,3578047701,0,373235003,True,2,,trunk_link,,304.392,"LINESTRING (59.5478098 36.3443823, 59.5477438 36.3437241, 59.5476398 36.3430333, 59.5474394 36.342283, 59.5472583 36.3416868)",189.4,,,
143,260430582,260430584,0,971151446,True,3,بزرگراه امام علی,trunk,60,237.848,"LINESTRING (59.5318342 36.3450153, 59.5344898 36.3450044)",90.3,,,
144,260430582,3901994172,0,970332025,True,,بولوار جلال آل احمد,secondary,50,104.864,"LINESTRING (59.5318342 36.3450153, 59.5326521 36.3449113, 59.5327577 36.3448785, 59.53286 36.3448106, 59.5329271 36.3447541)",106.5,,,
145,260430584,260407451,0,970332012,True,3,بزرگراه امام علی,trunk,60,266.794,"LINESTRING (59.5344898 36.3450044, 59.5369436 36.3450219, 59.5374685 36.3450256)",89.5,,,
