,u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bearing,junction,access,bridge
3495,1031090575,1031090535,0,88848032,False,,,residential,30,100.624,"LINESTRING (59.4797387 36.3433314, 59.4786943 36.3436649)",291.6,,,
3496,1031090575,1031091225,0,88848017,False,,,residential,30,55.245000000000005,"LINESTRING (59.4797387 36.3433314, 59.4795629 36.3429282, 59.4795311 36.3428636)",199.7,,,
3497,1031090575,4317881529,0,514828290,True,,,residential,30,34.451,"LINESTRING (59.4797387 36.3433314, 59.4798826 36.3434248, 59.4799536 36.3434464, 59.4800743 36.3434237)",71.1,,,
3498,1031090579,5028877904,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,58.648,"LINESTRING (59.4815404 36.3389647, 59.4817641 36.3394604)",20.0,,,
3499,1031090579,5028877904,1,"[593052816, 593052814, 136741799]",False,,"['غدیر ۲۰', 'غدیر ۲۲']",residential,30,221.896,"LINESTRING (59.4815404 36.3389647, 59.4806883 36.3392174, 59.4806795 36.3392152, 59.4809115 36.339656, 59.4809174 36.3397081, 59.4817641 36.3394604)",20.0,,,
3500,1031090579,1031091102,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,63.753,"LINESTRING (59.4815404 36.3389647, 59.4812937 36.3384269)",200.3,,,
3501,1031090590,1031090841,0,88848021,False,,شریف ۹,residential,30,103.895,"LINESTRING (59.4835526 36.3368695, 59.484632 36.3365275)",111.5,,,
3502,1031090590,1031090502,0,88848021,False,,شریف ۹,residential,30,30.427,"LINESTRING (59.4835526 36.3368695, 59.4832365 36.3369697)",291.5,,,
3503,1031090590,1031090860,0,88848054,False,,ستاری ۴/۴,residential,30,59.887,"LINESTRING (59.4835526 36.3368695, 59.4832986 36.3363713)",202.3,,,
3504,1031090604,1031091043,0,88848019,False,,ستاری ۱۸,residential,30,101.456,"LINESTRING (59.4838672 36.3414265, 59.4828151 36.3417646)",291.8,,,
3505,1031090604,2341194337,0,717025369,True,,شهید ستاری,secondary,50,61.114,"LINESTRING (59.4838672 36.3414265, 59.4836166 36.3409153)",201.5,,,
3506,1031090633,1031090750,0,59618459,False,,خیابان شریف,tertiary,40,56.605,"LINESTRING (59.482269 36.3378351, 59.4824982 36.3383095)",21.3,,,
3507,1031090633,739525159,0,59618459,False,,خیابان شریف,tertiary,40,57.835,"LINESTRING (59.482269 36.3378351, 59.4820348 36.3373504)",201.3,,,
3508,1031090633,1031090829,0,88848038,False,,شریف ۱۱,residential,30,112.644,"LINESTRING (59.482269 36.3378351, 59.4834368 36.3374592)",111.8,,,
3509,1031090642,1031090866,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,51.785,"LINESTRING (59.4796421 36.3349809, 59.4798453 36.3354169)",20.6,,,
3510,1031090642,1031090866,1,"[136741793, 593052795, 593052797]",False,,"['غدیر ۲', 'غدیر ۴']",residential,30,191.274,"LINESTRING (59.4796421 36.3349809, 59.4789542 36.3352058, 59.4789303 36.3352214, 59.4789255 36.3352507, 59.4791046 36.33564, 59.479126 36.3356556, 59.4791624 36.3356565, 59.4798453 36.3354169)",20.6,,,
3511,1031090642,1031090768,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,36.929,"LINESTRING (59.4796421 36.3349809, 59.4795551 36.3347351, 59.4795194 36.3346642)",197.3,,,
3512,1031090654,1500282117,0,88848040,False,,,residential,30,95.456,"LINESTRING (59.4840022 36.3351475, 59.4850229 36.3349008)",106.7,,,
3513,1031090654,1031091160,0,88848040,False,,,residential,30,107.169,"LINESTRING (59.4840022 36.3351475, 59.4828896 36.3355019)",291.6,,,
3514,1031090654,1031091147,0,88848049,False,,,residential,30,59.081,"LINESTRING (59.4840022 36.3351475, 59.4837743 36.3346489)",200.2,,,
3515,1031090666,739525169,0,59618459,False,,خیابان شریف,tertiary,40,70.939,"LINESTRING (59.4808447 36.3349073, 59.4811405 36.3354991)",21.9,,,
3516,1031090666,1031091284,0,88847983,False,,شریف١,residential,30,69.17,"LINESTRING (59.4808447 36.3349073, 59.4815635 36.33468)",111.4,,,
3517,1031090666,8179988929,0,"[59618459, 879312189]",False,,خیابان شریف,tertiary,40,81.907,"LINESTRING (59.4808447 36.3349073, 59.4805601 36.3344011, 59.4805281 36.334337, 59.4804729 36.3342344)",204.0,,,
3518,1031090673,1031090547,0,88847984,True,,,residential,30,148.66699999999997,"LINESTRING (59.4857967 36.3361208, 59.4865136 36.335236, 59.4865557 36.3352165, 59.4866037 36.3352225, 59.4866366 36.3352513, 59.4866364 36.3352902, 59.4865961 36.3353524, 59.4865754 36.3354037)",138.8,,,
3519,1031090683,1031091394,0,88848024,False,,تعلیم ۴,residential,30,120.863,"LINESTRING (59.4871946 36.3335582, 59.488445 36.3331498)",112.1,,,
3520,1031090686,1031090498,0,35683873,True,3,بولوار شهید قانع,primary,60,26.623,"LINESTRING (59.4873786 36.3362537, 59.4872679 36.3360315)",201.9,,,
3521,1031090686,1031090875,0,88848072,False,,شهید قانع ۱۴,residential,30,53.438,"LINESTRING (59.4873786 36.3362537, 59.486805 36.3363858)",286.0,,,
3522,1031090713,1031091496,0,88848050,False,,معلم ۷۵.۱۲,residential,30,70.664,"LINESTRING (59.4790859 36.3444763, 59.4783531 36.3447118)",291.8,,,
3523,1031090713,1031090871,0,444727226,False,,,residential,30,22.436,"LINESTRING (59.4790859 36.3444763, 59.4793185 36.3444014)",111.8,,,
3524,1031090713,1031091234,0,444727228,False,,آموزگار ۷۸,residential,30,47.914,"LINESTRING (59.4790859 36.3444763, 59.478892 36.3440747)",201.3,,,
3525,1031090718,1031090789,0,88848010,False,,آموزگار ۸۲,residential,30,28.433,"LINESTRING (59.4765535 36.3432772, 59.4764368 36.3430394)",201.6,,,
3526,1031090718,1031091430,0,88848010,False,,آموزگار ۸۲,residential,30,50.026,"LINESTRING (59.4765535 36.3432772, 59.4767588 36.3436956)",21.6,,,
3527,1031090718,1031091214,0,444727235,False,,معلم ۷۷/۳,residential,30,159.289,"LINESTRING (59.4765535 36.3432772, 59.478212 36.34276)",111.2,,,
3528,1031090718,1031091091,0,"[88848059, 593054774]",False,,معلم ۷۷/۴,residential,30,121.507,"LINESTRING (59.4765535 36.3432772, 59.4755825 36.34358, 59.4754568 36.343347)",274.5,,,
3529,1031090722,1031090535,0,444727230,False,,,residential,30,68.753,"LINESTRING (59.4779793 36.3438899, 59.4786943 36.3436649)",111.3,,,
3530,1031090722,1031090564,0,444727231,False,,آموزگار ۸۰,residential,30,53.668,"LINESTRING (59.4779793 36.3438899, 59.4777732 36.3434367)",200.1,,,
3531,1031090722,1031090472,0,444727231,False,,آموزگار ۸۰,residential,30,48.232,"LINESTRING (59.4779793 36.3438899, 59.4781645 36.3442972)",20.1,,,
3532,1031090722,1031091021,0,444727232,False,,معلم ۷۷/۷,residential,30,93.707,"LINESTRING (59.4779793 36.3438899, 59.477713 36.3439739, 59.4774057 36.3440707, 59.4770049 36.3441968)",291.4,,,
3533,1031090728,9041054353,0,88847994,True,,,residential,30,24.114,"LINESTRING (59.4858227 36.3363539, 59.4856748 36.3365351)",326.7,,,
3534,1031090728,9041054357,0,976994888,True,,,residential,30,31.371,"LINESTRING (59.4858227 36.3363539, 59.4858599 36.3364516, 59.4859139 36.3366262)",15.1,,,
3535,1031090750,739525053,0,59618459,False,,خیابان شریف,tertiary,40,81.81,"LINESTRING (59.4824982 36.3383095, 59.4828091 36.3390013)",19.9,,,
3536,1031090750,1031090633,0,59618459,False,,خیابان شریف,tertiary,40,56.605,"LINESTRING (59.4824982 36.3383095, 59.482269 36.3378351)",201.3,,,
3537,1031090750,1031090945,0,88848044,False,,شریف ۱۳,residential,30,99.453,"LINESTRING (59.4824982 36.3383095, 59.4832723 36.3380703, 59.4833491 36.3380601, 59.4834317 36.3380771, 59.4835211 36.3381393)",101.7,,,
3538,1031090757,1031091394,0,62364751,False,,وکیل آباد ۴۹,residential,30,59.932,"LINESTRING (59.4882112 36.3326448, 59.488445 36.3331498)",20.5,,,
3539,1031090757,1031090975,0,88848068,False,,تعلیم ۲,residential,30,120.315,"LINESTRING (59.4882112 36.3326448, 59.4869655 36.3330494)",292.0,,,
3540,1031090757,1030590106,0,645535145,False,,۴۹ وکیل آباد,residential,30,72.914,"LINESTRING (59.4882112 36.3326448, 59.487918 36.3321071, 59.4878879 36.3320431)",203.4,,,
3541,1031090768,1031090642,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,36.929,"LINESTRING (59.4795194 36.3346642, 59.4795551 36.3347351, 59.4796421 36.3349809)",17.3,,,
3542,1031090789,1031090718,0,88848010,False,,آموزگار ۸۲,residential,30,28.433,"LINESTRING (59.4764368 36.3430394, 59.4765535 36.3432772)",21.6,,,
3543,1031090789,1031091091,0,88848048,False,,معلم ۷۷/۲,residential,30,94.203,"LINESTRING (59.4764368 36.3430394, 59.4754568 36.343347)",291.3,,,
3544,1031090789,1031090902,0,593054775,False,,معلم ۷۷/۱,residential,30,157.251,"LINESTRING (59.4764368 36.3430394, 59.4780909 36.3425653)",109.6,,,
3545,1031090802,1031090841,0,88847991,False,,ستاری ۲/۴,residential,30,50.916,"LINESTRING (59.4844264 36.3361006, 59.484632 36.3365275)",21.2,,,
3546,1031090802,1031090860,0,88848065,False,,,residential,30,105.41,"LINESTRING (59.4844264 36.3361006, 59.4832986 36.3363713)",286.6,,,
3547,1031090802,1500282128,0,113813871,False,,تربیت ۵/۸,residential,30,59.33,"LINESTRING (59.4844264 36.3361006, 59.4841883 36.3356027)",201.1,,,
3548,1031090802,1500282130,0,113818451,False,,,residential,30,98.371,"LINESTRING (59.4844264 36.3361006, 59.4854547 36.33579)",110.6,,,
3549,1031090825,1031090510,0,88848006,False,,معلم ۶۴,residential,30,23.892,"LINESTRING (59.4842246 36.3388839, 59.484327 36.3390823)",22.6,,,
3550,1031090825,1031090836,0,645524491,False,,ستاری ۷,residential,30,45.559,"LINESTRING (59.4842246 36.3388839, 59.4840734 36.3384927)",197.3,,,
3551,1031090825,1031090475,0,"[88848064, 88848001, 88848020]",False,,"['معلم ۶۴/۲', 'ستاری ۵']",residential,30,233.652,"LINESTRING (59.4842246 36.3388839, 59.485264 36.3385559, 59.4852932 36.3385242, 59.4852959 36.3384864, 59.4851501 36.3381606, 59.4851122 36.3381376, 59.4850692 36.3381297, 59.4844497 36.3383081, 59.4843801 36.3383099, 59.4843347 36.3382995, 59.4842347 36.3382972)",179.2,,,
3552,1031090829,1031090502,0,88847989,False,,ستاری ۴/۳,residential,30,57.311,"LINESTRING (59.4834368 36.3374592, 59.4832365 36.3369697)",198.2,,,
3553,1031090829,1031090633,0,88848038,False,,شریف ۱۱,residential,30,112.644,"LINESTRING (59.4834368 36.3374592, 59.482269 36.3378351)",291.8,,,
3554,1031090829,1031091275,0,88848038,False,,شریف ۱۱,residential,30,52.745000000000005,"LINESTRING (59.4834368 36.3374592, 59.4836177 36.3374379, 59.4837394 36.3374476, 59.4838534 36.3374724, 59.4839935 36.3375436)",79.3,,,
3555,1031090832,1031090949,0,88848023,False,,۵۵ وکیل آباد,residential,30,68.32,"LINESTRING (59.4835897 36.3333791, 59.4835999 36.3334053, 59.4838493 36.3339568)",19.9,,,
3556,1031090836,1031090825,0,645524491,False,,ستاری ۷,residential,30,45.559,"LINESTRING (59.4840734 36.3384927, 59.4842246 36.3388839)",17.3,,,
3557,1031090836,1031091218,0,88847994,True,,,residential,30,133.452,"LINESTRING (59.4840734 36.3384927, 59.4833683 36.3393473, 59.4832288 36.3394802)",325.4,,,
3558,1031090839,1031091368,0,88847998,False,,,residential,30,36.849,"LINESTRING (59.4793734 36.3423985, 59.4797568 36.3422783)",111.3,,,
3559,1031090839,1031091476,0,444727237,False,,,residential,30,29.014,"LINESTRING (59.4793734 36.3423985, 59.479257 36.342155)",201.1,,,
3560,1031090839,1031091214,0,444727238,False,,معلم ۷۵.۳- آزادگان ۱۶,residential,30,111.519,"LINESTRING (59.4793734 36.3423985, 59.478212 36.34276)",291.1,,,
3561,1031090839,1031091225,0,88847992,False,,,residential,30,58.319,"LINESTRING (59.4793734 36.3423985, 59.4795857 36.3428423, 59.4795311 36.3428636)",15.3,,,
3562,1031090841,1031090802,0,88847991,False,,ستاری ۲/۴,residential,30,50.916,"LINESTRING (59.484632 36.3365275, 59.4844264 36.3361006)",201.2,,,
3563,1031090841,1031091108,0,88848021,False,,شریف ۹,residential,30,21.75,"LINESTRING (59.484632 36.3365275, 59.4848714 36.3364948)",99.6,,,
3564,1031090841,1031090590,0,88848021,False,,شریف ۹,residential,30,103.895,"LINESTRING (59.484632 36.3365275, 59.4835526 36.3368695)",291.5,,,
3565,1031090860,1031090590,0,88848054,False,,ستاری ۴/۴,residential,30,59.887,"LINESTRING (59.4832986 36.3363713, 59.4835526 36.3368695)",22.3,,,
3566,1031090860,1031090802,0,88848065,False,,,residential,30,105.41,"LINESTRING (59.4832986 36.3363713, 59.4844264 36.3361006)",106.6,,,
3567,1031090860,1500282135,0,113812010,False,,تربیت ۸/۷,residential,30,50.776,"LINESTRING (59.4832986 36.3363713, 59.4830977 36.3359443)",200.8,,,
3568,1031090866,1031090642,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,51.785,"LINESTRING (59.4798453 36.3354169, 59.4796421 36.3349809)",200.6,,,
3569,1031090866,1031090642,1,"[136741793, 593052795, 593052797]",False,,"['غدیر ۲', 'غدیر ۴']",residential,30,191.274,"LINESTRING (59.4798453 36.3354169, 59.4791624 36.3356565, 59.479126 36.3356556, 59.4791046 36.33564, 59.4789255 36.3352507, 59.4789303 36.3352214, 59.4789542 36.3352058, 59.4796421 36.3349809)",200.6,,,
3570,1031090866,1031090878,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,50.645,"LINESTRING (59.4798453 36.3354169, 59.4800019 36.3357551, 59.4800459 36.3358427)",20.8,,,
3571,1031090871,1031090713,0,444727226,False,,,residential,30,22.436,"LINESTRING (59.4793185 36.3444014, 59.4790859 36.3444763)",291.8,,,
3572,1031090875,1031090686,0,88848072,False,,شهید قانع ۱۴,residential,30,53.438,"LINESTRING (59.486805 36.3363858, 59.4873786 36.3362537)",106.0,,,
3573,1031090878,739525169,0,88848015,False,,,residential,30,105.229,"LINESTRING (59.4800459 36.3358427, 59.4811405 36.3354991)",111.3,,,
3574,1031090878,1500282134,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,3.867,"LINESTRING (59.4800459 36.3358427, 59.4800616 36.3358751)",21.3,,,
3575,1031090878,1031090866,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,50.645,"LINESTRING (59.4800459 36.3358427, 59.4800019 36.3357551, 59.4798453 36.3354169)",200.8,,,
3576,1031090902,1031091214,0,444727236,False,,معلم ۷۵,residential,30,24.215,"LINESTRING (59.4780909 36.3425653, 59.478212 36.34276)",26.6,,,
3577,1031090902,1031091476,0,444727239,False,,معلم ۷۵.۱- آزادگان ۱۴,residential,30,113.973,"LINESTRING (59.4780909 36.3425653, 59.479257 36.342155)",113.6,,,
3578,1031090902,9022443825,0,444727240,False,,معلم ۷۵,residential,30,11.05,"LINESTRING (59.4780909 36.3425653, 59.4780516 36.3424711)",198.6,,,
3579,1031090902,1031090789,0,593054775,False,,معلم ۷۷/۱,residential,30,157.251,"LINESTRING (59.4780909 36.3425653, 59.4764368 36.3430394)",289.6,,,
3580,1031090912,1031091017,0,88847994,True,,,residential,30,32.086,"LINESTRING (59.4849496 36.3374239, 59.4847524 36.3376648)",326.6,,,
3581,1031090912,9041054360,0,976994890,True,,,residential,30,24.884,"LINESTRING (59.4849496 36.3374239, 59.4850311 36.3374779, 59.4851008 36.3375017, 59.4851971 36.3375076)",67.2,,,
3582,1031090917,1031091412,0,88848003,False,,ستاری ۱۶,residential,30,61.029,"LINESTRING (59.4819224 36.341444, 59.4825587 36.3412477)",111.0,,,
3583,1031090920,1031090510,0,88848031,False,,معلم ۶۴/۱,residential,30,106.894,"LINESTRING (59.4834076 36.3396952, 59.484327 36.3390823)",129.6,,,
3584,1031090945,1031091275,0,88848071,False,,شریف ۱۵,residential,30,78.601,"LINESTRING (59.4835211 36.3381393, 59.4839935 36.3375436)",147.4,,,
3585,1031090945,739525053,0,88848071,False,,شریف ۱۵,residential,30,115.128,"LINESTRING (59.4835211 36.3381393, 59.4828091 36.3390013)",326.4,,,
3586,1031090945,1031090750,0,88848044,False,,شریف ۱۳,residential,30,99.453,"LINESTRING (59.4835211 36.3381393, 59.4834317 36.3380771, 59.4833491 36.3380601, 59.4832723 36.3380703, 59.4824982 36.3383095)",281.7,,,
3587,1031090949,1031091284,0,88847983,False,,شریف١,residential,30,219.978,"LINESTRING (59.4838493 36.3339568, 59.4815635 36.33468)",291.4,,,
3588,1031090949,1031091270,0,88848023,False,,۵۵ وکیل آباد,residential,30,68.954,"LINESTRING (59.4838493 36.3339568, 59.4841167 36.3345383)",20.3,,,
3589,1031090949,1031090832,0,88848023,False,,۵۵ وکیل آباد,residential,30,68.32,"LINESTRING (59.4838493 36.3339568, 59.4835999 36.3334053, 59.4835897 36.3333791)",199.9,,,
3590,1031090949,8179988927,0,"[191235595, 113814653]",False,,"['وکیل آباد ۵۳', 'شهید قانع ۲']",residential,30,200.444,"LINESTRING (59.4838493 36.3339568, 59.4854078 36.3334569, 59.485441 36.3334283, 59.4854361 36.333392, 59.4852701 36.333041)",128.7,,,
3591,1031090975,1031090757,0,88848068,False,,تعلیم ۲,residential,30,120.315,"LINESTRING (59.4869655 36.3330494, 59.4882112 36.3326448)",112.0,,,
3592,1031091008,739525161,0,88848073,False,,۷۹ آموزگار,residential,30,159.881,"LINESTRING (59.4808277 36.3447933, 59.480144 36.3434651)",202.5,,,
3593,1031091008,5028879283,0,"[593451880, 294304949]",False,,۷۷ آموزگار,residential,30,231.807,"LINESTRING (59.4808277 36.3447933, 59.4811767 36.3445623, 59.4812599 36.3444543, 59.4812599 36.34437, 59.4812223 36.3442836, 59.4805799 36.3429635)",186.2,,,
3594,1031091008,5028879276,0,294304949,False,,,residential,30,108.99,"LINESTRING (59.4808277 36.3447933, 59.4802728 36.3451607, 59.480195 36.3451888, 59.4800985 36.3451694, 59.4800529 36.3451391, 59.4800207 36.3450268, 59.4799697 36.3449468)",282.5,,,
3595,1031091011,1500282115,0,35683873,True,3,بولوار شهید قانع,primary,60,32.409,"LINESTRING (59.4869199 36.3353149, 59.4867771 36.3350471)",203.2,,,
3596,1031091011,1031090547,0,557973627,True,,,residential,30,35.64,"LINESTRING (59.4869199 36.3353149, 59.4868085 36.3352897, 59.4867236 36.3353, 59.4865754 36.3354037)",287.7,,,
3597,1031091017,1031090475,0,88847994,True,,,residential,30,84.233,"LINESTRING (59.4847524 36.3376648, 59.4842347 36.3382972)",326.6,,,
3598,1031091021,1031091067,0,88848010,False,,آموزگار ۸۲,residential,30,54.263,"LINESTRING (59.4770049 36.3441968, 59.4767821 36.343743)",201.6,,,
3599,1031091021,1031091430,0,"[88847985, 593054772, 593054773]",False,,"['معلم ۷۷/۶', 'معلم ۷۷/۸']",residential,30,248.136,"LINESTRING (59.4770049 36.3441968, 59.4760239 36.3445041, 59.4757814 36.3440017, 59.4767588 36.3436956)",201.6,,,
3600,1031091021,1031091059,0,88848010,False,,آموزگار ۸۲,residential,30,49.632,"LINESTRING (59.4770049 36.3441968, 59.4770276 36.344243, 59.4771636 36.3445203, 59.4772086 36.3446119)",21.6,,,
3601,1031091021,1031090722,0,444727232,False,,معلم ۷۷/۷,residential,30,93.707,"LINESTRING (59.4770049 36.3441968, 59.4774057 36.3440707, 59.477713 36.3439739, 59.4779793 36.3438899)",111.4,,,
3602,1031091043,1031090604,0,88848019,False,,ستاری ۱۸,residential,30,101.456,"LINESTRING (59.4828151 36.3417646, 59.4838672 36.3414265)",111.7,,,
3603,1031091043,1031090544,0,88848019,False,,ستاری ۱۸,residential,30,95.427,"LINESTRING (59.4828151 36.3417646, 59.4818235 36.3420785)",291.5,,,
3604,1031091043,1031091412,0,514828292,False,,۷۲ آموزگار,residential,30,61.895,"LINESTRING (59.4828151 36.3417646, 59.4825587 36.3412477)",201.8,,,
3605,1031091043,4317881527,0,514828292,False,,۷۲ آموزگار,residential,30,31.73,"LINESTRING (59.4828151 36.3417646, 59.4829465 36.3420296)",21.8,,,
3606,1031091059,739525076,0,88848010,False,,آموزگار ۸۲,residential,30,75.216,"LINESTRING (59.4772086 36.3446119, 59.4774873 36.34525)",19.4,,,
3607,1031091059,1031090504,0,88848069,False,,معلم ۷۷/۱۰,residential,30,94.346,"LINESTRING (59.4772086 36.3446119, 59.4762295 36.3449249)",291.6,,,
3608,1031091059,1031091021,0,88848010,False,,آموزگار ۸۲,residential,30,49.632,"LINESTRING (59.4772086 36.3446119, 59.4771636 36.3445203, 59.4770276 36.344243, 59.4770049 36.3441968)",201.6,,,
3609,1031091067,1031091430,0,88848010,False,,آموزگار ۸۲,residential,30,5.669,"LINESTRING (59.4767821 36.343743, 59.4767588 36.3436956)",201.6,,,
3610,1031091067,1031091021,0,88848010,False,,آموزگار ۸۲,residential,30,54.263,"LINESTRING (59.4767821 36.343743, 59.4770049 36.3441968)",21.6,,,
3611,1031091067,1031090564,0,593054776,False,,معلم ۷۷/۵,residential,30,95.078,"LINESTRING (59.4767821 36.343743, 59.4777732 36.3434367)",111.0,,,
3612,1031091091,1031090789,0,88848048,False,,معلم ۷۷/۲,residential,30,94.203,"LINESTRING (59.4754568 36.343347, 59.4764368 36.3430394)",111.3,,,
3613,1031091091,1031091415,0,88848048,False,,معلم ۷۷/۲,residential,30,18.288,"LINESTRING (59.4754568 36.343347, 59.4752662 36.343406)",291.0,,,
3614,1031091091,1031090718,0,"[88848059, 593054774]",False,,معلم ۷۷/۴,residential,30,121.507,"LINESTRING (59.4754568 36.343347, 59.4755825 36.34358, 59.4765535 36.3432772)",94.5,,,
3615,1031091102,1031090579,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,63.753,"LINESTRING (59.4812937 36.3384269, 59.4815404 36.3389647)",20.3,,,
3616,1031091102,1031091458,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,58.102,"LINESTRING (59.4812937 36.3384269, 59.4810586 36.3379399)",201.2,,,
3617,1031091102,1031091458,1,"[593052809, 136741794, 593052811]",False,,"['غدیر ۱۶', 'غدیر ۱۸']",residential,30,224.506,"LINESTRING (59.4812937 36.3384269, 59.4804687 36.3386956, 59.4804273 36.3386953, 59.4804133 36.3386751, 59.4801919 36.3382549, 59.4801972 36.3382152, 59.4802303 36.3381898, 59.4810586 36.3379399)",201.2,,,
3618,1031091108,1031090841,0,88848021,False,,شریف ۹,residential,30,21.75,"LINESTRING (59.4848714 36.3364948, 59.484632 36.3365275)",279.6,,,
3619,1031091108,1031091275,0,88848071,False,,شریف ۱۵,residential,30,140.656,"LINESTRING (59.4848714 36.3364948, 59.4839935 36.3375436)",326.0,,,
3620,1031091108,9041054351,0,113812007,False,,ستاری ۴,residential,30,21.081,"LINESTRING (59.4848714 36.3364948, 59.4850932 36.3364314)",109.5,,,
3621,1031091147,1031090654,0,88848049,False,,,residential,30,59.081,"LINESTRING (59.4837743 36.3346489, 59.4840022 36.3351475)",20.2,,,
3622,1031091147,1031091270,0,88848066,False,,شریف٣,residential,30,33.044,"LINESTRING (59.4837743 36.3346489, 59.4841167 36.3345383)",111.8,,,
3623,1031091147,1031091488,0,88848066,False,,شریف٣,residential,30,107.733,"LINESTRING (59.4837743 36.3346489, 59.4826579 36.3350093)",291.8,,,
3624,1031091160,1031090654,0,88848040,False,,,residential,30,107.169,"LINESTRING (59.4828896 36.3355019, 59.4840022 36.3351475)",111.6,,,
3625,1031091160,1031091488,0,113812010,False,,تربیت ۸/۷,residential,30,58.575,"LINESTRING (59.4828896 36.3355019, 59.4826579 36.3350093)",200.8,,,
3626,1031091160,1500282135,0,113812010,False,,تربیت ۸/۷,residential,30,52.606,"LINESTRING (59.4828896 36.3355019, 59.4830977 36.3359443)",20.8,,,
3627,1031091181,1031091476,0,444727241,False,,,residential,30,23.131,"LINESTRING (59.4794974 36.342079, 59.479257 36.342155)",291.4,,,
3628,1031091189,1031091440,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,56.211,"LINESTRING (59.4805871 36.3369628, 59.4808147 36.3374339)",21.3,,,
3629,1031091189,1031091440,1,"[136741788, 593052804, 593052807]",False,,"['غدیر ۱۴', 'غدیر ۱۲']",residential,30,219.524,"LINESTRING (59.4805871 36.3369628, 59.4801608 36.3371003, 59.4797713 36.3372402, 59.4797401 36.3372573, 59.4797337 36.3372813, 59.4799456 36.3376875, 59.4799677 36.3377071, 59.4799992 36.3377112, 59.4808147 36.3374339)",21.3,,,
3630,1031091189,1500282141,0,88848028,False,,غدیر + وکیل آباد ۶۱,residential,30,37.97,"LINESTRING (59.4805871 36.3369628, 59.4804333 36.3366446)",201.3,,,
3631,1031091214,1031091480,0,88848056,False,,معلم ۷۵,residential,30,56.18,"LINESTRING (59.478212 36.34276, 59.4784328 36.3432329)",20.6,,,
3632,1031091214,1031090718,0,444727235,False,,معلم ۷۷/۳,residential,30,159.289,"LINESTRING (59.478212 36.34276, 59.4765535 36.3432772)",291.2,,,
3633,1031091214,1031090902,0,444727236,False,,معلم ۷۵,residential,30,24.215,"LINESTRING (59.478212 36.34276, 59.4780909 36.3425653)",206.6,,,
3634,1031091214,1031090839,0,444727238,False,,معلم ۷۵.۳- آزادگان ۱۶,residential,30,111.519,"LINESTRING (59.478212 36.34276, 59.4793734 36.3423985)",111.1,,,
3635,1031091218,739525138,0,59618483,True,,میدان ستاری,tertiary,30,8.461,"LINESTRING (59.4832288 36.3394802, 59.4831945 36.3395511)",338.7,roundabout,,
3636,1031091225,1031091399,0,444727234,False,,معلم ۷۳ - آموزگار ۷۴,residential,30,102.174,"LINESTRING (59.4795311 36.3428636, 59.4784789 36.3432186)",292.7,,,
3637,1031091225,1031090839,0,88847992,False,,,residential,30,58.319,"LINESTRING (59.4795311 36.3428636, 59.4795857 36.3428423, 59.4793734 36.3423985)",195.3,,,
3638,1031091225,1031090575,0,88848017,False,,,residential,30,55.245000000000005,"LINESTRING (59.4795311 36.3428636, 59.4795629 36.3429282, 59.4797387 36.3433314)",19.7,,,
3639,1031091234,1031090472,0,88847980,False,,معلم ۷۵.۱۰,residential,30,69.697,"LINESTRING (59.478892 36.3440747, 59.4781645 36.3442972)",290.8,,,
3640,1031091234,1031091353,0,444727227,False,,,residential,30,69.149,"LINESTRING (59.478892 36.3440747, 59.4796137 36.3438538)",110.8,,,
3641,1031091234,1031090713,0,444727228,False,,آموزگار ۷۸,residential,30,47.914,"LINESTRING (59.478892 36.3440747, 59.4790859 36.3444763)",21.3,,,
3642,1031091234,1031090535,0,444727229,False,,آموزگار ۷۸,residential,30,48.887,"LINESTRING (59.478892 36.3440747, 59.4786943 36.3436649)",201.2,,,
3643,1031091270,1031090949,0,88848023,False,,۵۵ وکیل آباد,residential,30,68.954,"LINESTRING (59.4841167 36.3345383, 59.4838493 36.3339568)",200.3,,,
3644,1031091270,1031091147,0,88848066,False,,شریف٣,residential,30,33.044,"LINESTRING (59.4841167 36.3345383, 59.4837743 36.3346489)",291.8,,,
3645,1031091270,1031090491,0,191235592,False,,شهید قانع ۴,residential,30,61.072,"LINESTRING (59.4841167 36.3345383, 59.4847682 36.3343764)",107.1,,,
3646,1031091275,1031091108,0,88848071,False,,شریف ۱۵,residential,30,140.656,"LINESTRING (59.4839935 36.3375436, 59.4848714 36.3364948)",146.0,,,
3647,1031091275,1031090945,0,88848071,False,,شریف ۱۵,residential,30,78.601,"LINESTRING (59.4839935 36.3375436, 59.4835211 36.3381393)",327.4,,,
