,u,v,key,osmid,oneway,lanes,highway,maxspeed,length,bearing,name,bridge,geometry,width,ref,tunnel,junction
4166,4347367209,4347367210,0,24243375,True,,secondary,50,42.838,18.3,خیابان صدر شمالی,,"LINESTRING (59.6194423 36.2747261, 59.6195926 36.2750918)",,,,
4167,4347367209,4347367212,0,"[436880523, 436880525]",False,,residential,30,103.543,108.9,صدر ۱۴,,"LINESTRING (59.6194423 36.2747261, 59.6204401 36.2743985, 59.620461 36.274399, 59.6204747 36.2744081, 59.6204932 36.2744358)",,,,
4168,4347367210,262486850,0,24243375,True,,secondary,50,41.241,18.5,خیابان صدر شمالی,,"LINESTRING (59.6195926 36.2750918, 59.6196397 36.2752055, 59.6197383 36.2754436)",,,,
4169,4347367210,4347367212,0,"[436880524, 436880525]",False,,residential,30,138.502,132.1,صدر ۱۲,,"LINESTRING (59.6195926 36.2750918, 59.6206226 36.2747452, 59.6206475 36.2747283, 59.6206471 36.2747071, 59.6204932 36.2744358)",,,,
4170,4347367212,316747049,0,436880526,False,,residential,30,51.12,110.7,,,"LINESTRING (59.6204932 36.2744358, 59.6210265 36.274273)",,,,
4171,4347367212,4347367209,0,"[436880523, 436880525]",False,,residential,30,103.543,288.9,صدر ۱۴,,"LINESTRING (59.6204932 36.2744358, 59.6204747 36.2744081, 59.620461 36.274399, 59.6204401 36.2743985, 59.6194423 36.2747261)",,,,
4172,4347367212,4347367210,0,"[436880524, 436880525]",False,,residential,30,138.502,312.1,صدر ۱۲,,"LINESTRING (59.6204932 36.2744358, 59.6206471 36.2747071, 59.6206475 36.2747283, 59.6206226 36.2747452, 59.6195926 36.2750918)",,,,
4173,4347367213,262486850,0,436880527,False,,residential,30,74.052,289.3,صدر ۱۰,,"LINESTRING (59.620518 36.2752236, 59.6197383 36.2754436)",,,,
4174,4347367213,4347367214,0,436880528,False,,residential,30,30.184,112.8,,,"LINESTRING (59.620518 36.2752236, 59.6208284 36.2751184)",,,,
4175,4347367213,4347367224,0,"[436880529, 436880530]",False,,residential,30,31.78,48.0,,,"LINESTRING (59.620518 36.2752236, 59.6205888 36.2753855, 59.6206001 36.2753958, 59.6206192 36.2753984, 59.6207175 36.2753683)",,,,
4176,4347367214,4347367213,0,436880528,False,,residential,30,30.184,292.8,,,"LINESTRING (59.6208284 36.2751184, 59.620518 36.2752236)",,,,
4177,4347367217,4365464417,0,28810034,False,,residential,30,19.154,202.2,شیرودی ۲,,"LINESTRING (59.6216019 36.2753524, 59.6215212 36.2751929)",,,,
4178,4347367217,316747235,0,28810034,False,,residential,30,54.387,35.3,شیرودی ۲,,"LINESTRING (59.6216019 36.2753524, 59.6216735 36.2754129, 59.6217321 36.2754465, 59.6217956 36.2754886, 59.6218259 36.2755252, 59.621944 36.2757425)",,,,
4179,4347367217,4347367222,0,"[436880531, 436880532]",False,,residential,30,76.195,260.2,,,"LINESTRING (59.6216019 36.2753524, 59.6211371 36.2755189, 59.6211159 36.2755155, 59.6211067 36.275504, 59.6210173 36.2752708)",,,,
4180,4347367219,4347367222,0,"[436880532, 524479117, 524479118]",False,,residential,30,62.89,350.2,,,"LINESTRING (59.6211074 36.2748493, 59.6212021 36.2750606, 59.6212038 36.2750738, 59.6211928 36.275079, 59.620996 36.27513, 59.6209851 36.275136, 59.6209782 36.2751471, 59.6210173 36.2752708)",,,,
4181,4347367222,4347364086,0,436880530,False,,residential,30,45.147,108.4,,,"LINESTRING (59.6210173 36.2752708, 59.6214952 36.2751427)",,,,
4182,4347367222,4347367224,0,436880530,False,,residential,30,28.98,292.0,,,"LINESTRING (59.6210173 36.2752708, 59.6207175 36.2753683)",,,,
4183,4347367222,4347367217,0,"[436880531, 436880532]",False,,residential,30,76.195,80.2,,,"LINESTRING (59.6210173 36.2752708, 59.6211067 36.275504, 59.6211159 36.2755155, 59.6211371 36.2755189, 59.6216019 36.2753524)",,,,
4184,4347367222,4347367219,0,"[436880532, 524479117, 524479118]",False,,residential,30,62.89,170.2,,,"LINESTRING (59.6210173 36.2752708, 59.6209782 36.2751471, 59.6209851 36.275136, 59.620996 36.27513, 59.6211928 36.275079, 59.6212038 36.2750738, 59.6212021 36.2750606, 59.6211074 36.2748493)",,,,
4185,4347367224,4347367222,0,436880530,False,,residential,30,28.98,112.0,,,"LINESTRING (59.6207175 36.2753683, 59.6210173 36.2752708)",,,,
4186,4347367224,4347367225,0,436880533,False,,residential,30,20.179,17.6,,,"LINESTRING (59.6207175 36.2753683, 59.6207855 36.2755413)",,,,
4187,4347367224,4347367213,0,"[436880529, 436880530]",False,,residential,30,31.78,228.0,,,"LINESTRING (59.6207175 36.2753683, 59.6206192 36.2753984, 59.6206001 36.2753958, 59.6205888 36.2753855, 59.620518 36.2752236)",,,,
4188,4347367225,4347367224,0,436880533,False,,residential,30,20.179,197.6,,,"LINESTRING (59.6207855 36.2755413, 59.6207175 36.2753683)",,,,
4189,4349495576,267983947,0,24654947,True,3.0,secondary,40,64.154,197.5,بولوار چمن,,"LINESTRING (59.6272542 36.2731096, 59.6270392 36.2725593)",10.0,,,
4190,4349495576,4349495578,0,437122099,False,,residential,30,62.523,298.1,چمن ۴۴,,"LINESTRING (59.6272542 36.2731096, 59.6266392 36.2733748)",,,,
4191,4349495578,4349495576,0,437122099,False,,residential,30,62.523,118.1,چمن ۴۴,,"LINESTRING (59.6266392 36.2733748, 59.6272542 36.2731096)",,,,
4192,4349495578,4349495582,0,437122102,False,,residential,30,82.277,303.1,,,"LINESTRING (59.6266392 36.2733748, 59.6258706 36.2737792)",,,,
4193,4349495578,4349495581,0,437122100,False,,residential,30,49.826,16.4,,,"LINESTRING (59.6266392 36.2733748, 59.6268181 36.2737681, 59.6267898 36.2737863)",,,,
4194,4349495578,267983947,0,"[437122098, 437122100]",False,,residential,30,142.929,158.4,چمن ۴۲,,"LINESTRING (59.6266392 36.2733748, 59.6262496 36.272917, 59.6270392 36.2725593)",,,,
4195,4349495580,4349495581,0,437122100,False,,residential,30,41.092,128.7,,,"LINESTRING (59.6264319 36.2740172, 59.6267898 36.2737863)",,,,
4196,4349495581,4349495580,0,437122100,False,,residential,30,41.092,308.7,,,"LINESTRING (59.6267898 36.2737863, 59.6264319 36.2740172)",,,,
4197,4349495581,316747103,0,437122101,False,,residential,30,24.797,26.4,,,"LINESTRING (59.6267898 36.2737863, 59.6269129 36.273986)",,,,
4198,4349495581,4349495578,0,437122100,False,,residential,30,49.826,196.4,,,"LINESTRING (59.6267898 36.2737863, 59.6268181 36.2737681, 59.6266392 36.2733748)",,,,
4199,4349495582,316746949,0,28810012,False,,residential,30,28.317,24.5,شیرودی ۱۲,,"LINESTRING (59.6258706 36.2737792, 59.6260014 36.274011)",,,,
4200,4349495582,316746948,0,28810012,False,,residential,30,37.413,204.4,شیرودی ۱۲,,"LINESTRING (59.6258706 36.2737792, 59.6256979 36.2734729)",,,,
4201,4349495582,4349495578,0,437122102,False,,residential,30,82.277,123.1,,,"LINESTRING (59.6258706 36.2737792, 59.6266392 36.2733748)",,,,
4202,4349495584,267983944,0,24654947,True,3.0,secondary,40,53.074,204.4,بولوار چمن,,"LINESTRING (59.6277518 36.2742026, 59.6275073 36.2737679)",10.0,,,
4203,4349495584,4349495585,0,437122105,False,,residential,30,45.607,299.5,چمن ۴۸,,"LINESTRING (59.6277518 36.2742026, 59.6273091 36.2744047)",,,,
4204,4349495585,316747138,0,28810047,False,,residential,30,15.302,213.6,صدوقی ۱۴,,"LINESTRING (59.6273091 36.2744047, 59.6272146 36.2742901)",,,,
4205,4349495585,4349495584,0,437122105,False,,residential,30,45.607,119.5,چمن ۴۸,,"LINESTRING (59.6273091 36.2744047, 59.6277518 36.2742026)",,,,
4206,4349495585,316747140,0,28810047,False,,residential,30,68.701,33.2,صدوقی ۱۴,,"LINESTRING (59.6273091 36.2744047, 59.6274513 36.2745772, 59.6277287 36.2749217)",,,,
4207,4349495586,313508913,0,28540071,False,,residential,30,43.316,36.7,صدوقی ۱۲,,"LINESTRING (59.6265379 36.2746343, 59.6268264 36.2749468)",,,,
4208,4349495586,313508772,0,28540071,False,,residential,30,20.081,216.6,صدوقی ۱۲,,"LINESTRING (59.6265379 36.2746343, 59.6264042 36.2744894)",,,,
4209,4349495586,316747138,0,437122106,False,,residential,30,71.727,122.2,,,"LINESTRING (59.6265379 36.2746343, 59.6272146 36.2742901)",,,,
4210,4349495587,316747103,0,437122107,False,,tertiary,40,39.604,323.6,چمن ۴۶,,"LINESTRING (59.6271752 36.2736994, 59.6269129 36.273986)",,,,
4211,4349495587,2462189471,0,965193350,True,,tertiary,40,34.823,147.3,چمن ۴۶,,"LINESTRING (59.6271752 36.2736994, 59.627282 36.2735803, 59.6273845 36.2734361)",,,,
4212,4349495728,2270892281,0,24243346,True,3.0,secondary,40,5.402,308.6,بولوار شیرودی,,"LINESTRING (59.6262821 36.2706161, 59.626235 36.2706464)",10.0,,,
4213,4349495728,4349495729,0,437122156,False,,residential,30,45.988,35.9,شیرودی ۱۴,,"LINESTRING (59.6262821 36.2706161, 59.6265831 36.270951)",,,,
4214,4349495729,4349495728,0,437122156,False,,residential,30,45.988,215.9,شیرودی ۱۴,,"LINESTRING (59.6265831 36.270951, 59.6262821 36.2706161)",,,,
4215,4349495730,289457677,0,437122157,False,,residential,30,148.002,115.4,چمن ۵۷,,"LINESTRING (59.6271569 36.2724865, 59.6286482 36.2719155)",,,,
4216,4349495730,2462189465,0,965193348,True,3.0,secondary,40,84.846,16.7,بولوار چمن,,"LINESTRING (59.6271569 36.2724865, 59.6272289 36.2726801, 59.6274287 36.2732174)",10.0,,,
4217,4349495731,4349495733,0,437122159,False,,tertiary,40,13.856,138.9,چمن ۵۹,,"LINESTRING (59.6276861 36.2732169, 59.6277877 36.273123)",,,,
4218,4349495731,4349495732,0,437122160,True,,tertiary,40,29.366,327.8,,,"LINESTRING (59.6276861 36.2732169, 59.6275116 36.2734404)",,,,
4219,4349495731,2462189465,0,524479116,False,,tertiary,40,23.616,270.1,چمن ۵۹,,"LINESTRING (59.6276861 36.2732169, 59.6275637 36.2732397, 59.6274287 36.2732174)",,,,
4220,4349495732,288706985,0,965193348,True,3.0,secondary,40,86.892,21.4,بولوار چمن,,"LINESTRING (59.6275116 36.2734404, 59.6276272 36.2737439, 59.6278647 36.2741665)",10.0,,,
4221,4349495733,289457205,0,437122159,False,,tertiary,40,43.83,138.9,چمن ۵۹,,"LINESTRING (59.6277877 36.273123, 59.6281093 36.2728261)",,,,
4222,4349495733,4349495731,0,437122159,False,,tertiary,40,13.856,318.9,چمن ۵۹,,"LINESTRING (59.6277877 36.273123, 59.6276861 36.2732169)",,,,
4223,4349495733,4349495734,0,437122161,False,,residential,30,53.283,35.3,,,"LINESTRING (59.6277877 36.273123, 59.6281313 36.273514)",,,,
4224,4349495734,4349495733,0,437122161,False,,residential,30,53.283,215.3,,,"LINESTRING (59.6281313 36.273514, 59.6277877 36.273123)",,,,
4225,4349495735,5098852689,0,437122162,False,,residential,30,10.177,42.6,,,"LINESTRING (59.6287603 36.2741045, 59.6288371 36.2741719)",,,,
4226,4349495735,290974976,0,"[26547513, 437122162]",False,,residential,30,41.745000000000005,211.5,,,"LINESTRING (59.6287603 36.2741045, 59.6287205 36.2740579, 59.6285168 36.2737846)",,,,
4227,4349495735,2462189482,0,"[238377975, 523838279]",False,,residential,30,70.262,299.8,چمن ۶۳,,"LINESTRING (59.6287603 36.2741045, 59.6287034 36.2741361, 59.6280803 36.2744183)",,,,
4228,4349495737,290975053,0,745962560,False,,residential,30,32.432,126.2,چمن ۶۷,,"LINESTRING (59.6291494 36.2749466, 59.6294414 36.2747744)",,,,
4229,4351179506,559521124,0,44003652,False,,residential,30,15.921,110.0,پورسینا ۷ + محروقی,,"LINESTRING (59.6740286 36.2661711, 59.6741955 36.2661222)",,,,
4230,4351179506,559521120,0,44003652,False,,residential,30,86.889,290.9,پورسینا ۷ + محروقی,,"LINESTRING (59.6740286 36.2661711, 59.6739943 36.2661812, 59.6736505 36.2662137, 59.6734237 36.2662874, 59.673142 36.2664437)",,,,
4231,4351179506,4351187479,0,437297329,False,,residential,30,51.973,29.4,محروقی ۱۲,,"LINESTRING (59.6740286 36.2661711, 59.674114 36.2663314, 59.6741973 36.2664428, 59.6743123 36.2665767)",,,,
4232,4351179868,568334852,0,44825904,False,,residential,30,34.234,98.1,پورسینا ۱۷/۷,,"LINESTRING (59.6752989 36.2677316, 59.6756769 36.267688)",,,,
4233,4351179868,559521138,0,44825904,False,,residential,30,56.269000000000005,278.2,پورسینا ۱۷/۷,,"LINESTRING (59.6752989 36.2677316, 59.6752564 36.2677365, 59.6748615 36.2677503, 59.6746837 36.267803)",,,,
4234,4351179868,4351179875,0,437297218,False,,residential,30,157.636,209.0,شهید علوی ۱,,"LINESTRING (59.6752989 36.2677316, 59.6752381 36.267572, 59.6750978 36.2672819, 59.674986 36.2671066, 59.6749332 36.267023, 59.6748336 36.2669181, 59.6747096 36.2667624, 59.6744535 36.2665034)",,,,
4235,4351179875,4351179868,0,437297218,False,,residential,30,157.636,29.0,شهید علوی ۱,,"LINESTRING (59.6744535 36.2665034, 59.6747096 36.2667624, 59.6748336 36.2669181, 59.6749332 36.267023, 59.674986 36.2671066, 59.6750978 36.2672819, 59.6752381 36.267572, 59.6752989 36.2677316)",,,,
4236,4351179875,4351187479,0,437298284,False,,residential,30,15.057,302.8,,,"LINESTRING (59.6744535 36.2665034, 59.6743735 36.2665447, 59.6743123 36.2665767)",,,,
4237,4351179875,4351187475,0,437298284,False,,residential,30,27.271,113.9,,,"LINESTRING (59.6744535 36.2665034, 59.6745045 36.2664791, 59.6746345 36.2664327, 59.674731 36.2664042)",,,,
4238,4351182468,4351191476,0,437298757,False,,residential,30,27.644,24.4,,,"LINESTRING (59.6736212 36.2670701, 59.6737486 36.2672965)",,,,
4239,4351182468,4351191475,0,437298757,False,,residential,30,33.933,205.6,,,"LINESTRING (59.6736212 36.2670701, 59.6734579 36.2667948)",,,,
4240,4351182468,4351187479,0,"[437297329, 437298510]",False,,residential,30,86.852,131.5,محروقی ۱۲,,"LINESTRING (59.6736212 36.2670701, 59.6737548 36.2670094, 59.6738928 36.266926, 59.6740813 36.2667983, 59.6742291 36.2666856, 59.6743391 36.2666079, 59.6743123 36.2665767)",,,,
4241,4351187475,4351179875,0,437298284,False,,residential,30,27.271,293.9,,,"LINESTRING (59.674731 36.2664042, 59.6746345 36.2664327, 59.6745045 36.2664791, 59.6744535 36.2665034)",,,,
4242,4351187479,4351182468,0,"[437297329, 437298510]",False,,residential,30,86.852,311.5,محروقی ۱۲,,"LINESTRING (59.6743123 36.2665767, 59.6743391 36.2666079, 59.6742291 36.2666856, 59.6740813 36.2667983, 59.6738928 36.266926, 59.6737548 36.2670094, 59.6736212 36.2670701)",,,,
4243,4351187479,4351179506,0,437297329,False,,residential,30,51.973,209.4,محروقی ۱۲,,"LINESTRING (59.6743123 36.2665767, 59.6741973 36.2664428, 59.674114 36.2663314, 59.6740286 36.2661711)",,,,
4244,4351187479,4351179875,0,437298284,False,,residential,30,15.057,122.8,,,"LINESTRING (59.6743123 36.2665767, 59.6743735 36.2665447, 59.6744535 36.2665034)",,,,
4245,4351191475,4351182468,0,437298757,False,,residential,30,33.933,25.6,,,"LINESTRING (59.6734579 36.2667948, 59.6736212 36.2670701)",,,,
4246,4351191476,4351182468,0,437298757,False,,residential,30,27.644,204.4,,,"LINESTRING (59.6737486 36.2672965, 59.6736212 36.2670701)",,,,
4247,4351193851,5701459754,0,376860847,False,,residential,30,27.696,94.2,موعود,,"LINESTRING (59.6763304 36.2660902, 59.6766385 36.266072)",,,,
4248,4351193851,4202242249,0,376860847,False,,residential,30,61.358,271.1,موعود,,"LINESTRING (59.6763304 36.2660902, 59.6762366 36.2660957, 59.6756463 36.2661012)",,,,
4249,4351193851,4351193854,0,437299956,False,,residential,30,151.277,17.3,شهید علوی ۷ + موعود ۲۰,,"LINESTRING (59.6763304 36.2660902, 59.6764568 36.2664136, 59.6766506 36.2669031, 59.6768325 36.267389)",,,,
4250,4351193854,568334857,0,44825904,False,,residential,30,34.82,98.7,پورسینا ۱۷/۷,,"LINESTRING (59.6768325 36.267389, 59.6771275 36.2673697, 59.6772133 36.267342)",,,,
4251,4351193854,568334853,0,44825904,False,,residential,30,66.638,287.0,پورسینا ۱۷/۷,,"LINESTRING (59.6768325 36.267389, 59.6768099 36.2673905, 59.6764666 36.2674943, 59.6761232 36.2675635)",,,,
4252,4351193854,4351193851,0,437299956,False,,residential,30,151.27700000000002,197.3,شهید علوی ۷ + موعود ۲۰,,"LINESTRING (59.6768325 36.267389, 59.6766506 36.2669031, 59.6764568 36.2664136, 59.6763304 36.2660902)",,,,
4253,4352900643,2184576721,0,"[437476208, 208136572]",True,,secondary,50,361.039,127.3,بولوار مفتح شرقی,,"LINESTRING (59.6880842 36.2724754, 59.688448 36.2722612, 59.6887404 36.272089, 59.6890294 36.2719092, 59.6900567 36.2712719, 59.6901292 36.2712283, 59.690544 36.2709751, 59.69105 36.2706753, 59.6911989 36.2705782, 59.6912882 36.2705097)",,,,
4254,4352900654,559521273,0,44003650,False,,tertiary,40,115.72299999999998,230.9,پورسینا ۱۷,,"LINESTRING (59.6865931 36.2731597, 59.6865294 36.2731005, 59.6863615 36.272949, 59.6858731 36.2726273, 59.6855993 36.2725084)",,,,
4255,4352900654,4352900643,0,437476212,True,,tertiary,40,155.02399999999997,119.6,کنارگذر مفتح,,"LINESTRING (59.6865931 36.2731597, 59.6868186 36.2730248, 59.6873148 36.272735, 59.6876608 36.2726117, 59.6879569 36.2725016, 59.6880842 36.2724754)",,,,
4256,4352900668,7289553481,0,437476212,True,,tertiary,40,69.39399999999999,129.8,کنارگذر مفتح,,"LINESTRING (59.6834175 36.2752196, 59.6839851 36.2748378, 59.6840119 36.2748198)",,,,
4257,4352900680,6709013521,0,24424003,False,,tertiary,40,7.01,228.9,پورسینا,,"LINESTRING (59.6817994 36.2761327, 59.6817786 36.2761166, 59.6817405 36.2760913)",,,,
4258,4352900680,4352900668,0,437476212,True,,tertiary,40,180.693,125.0,کنارگذر مفتح,,"LINESTRING (59.6817994 36.2761327, 59.6819504 36.2761451, 59.6820657 36.2760888, 59.6825163 36.2757969, 59.6834175 36.2752196)",,,,
4259,4352909098,4352900643,0,437476208,True,,secondary,50,607.463,128.2,بولوار مفتح شرقی,,"LINESTRING (59.6827607 36.2758532, 59.6828064 36.2758231, 59.6828606 36.2757877, 59.6841012 36.2749638, 59.6847441 36.2745368, 59.6856941 36.2739161, 59.6866693 36.2733148, 59.687851 36.2726127, 59.6880842 36.2724754)",,,,
4260,4352909098,4352900668,0,437477131,True,,secondary_link,,91.821,140.1,,,"LINESTRING (59.6827607 36.2758532, 59.6831667 36.2754554, 59.6834175 36.2752196)",,,,
4261,4352909099,4352909098,0,437476208,True,,secondary,50,160.769,129.1,بولوار مفتح شرقی,,"LINESTRING (59.6813694 36.2767655, 59.681465 36.2767039, 59.6817119 36.2765461, 59.681944 36.2763929, 59.6822248 36.2762063, 59.6827607 36.2758532)",,,,
4262,4352909102,4352900680,0,437476212,True,,tertiary,40,171.552,133.3,کنارگذر مفتح,,"LINESTRING (59.6804345 36.277168, 59.6805449 36.2770965, 59.6813147 36.2766078, 59.6816634 36.2763808, 59.681768 36.2762618, 59.6817994 36.2761327)",,,,
4263,4352909102,4352909099,0,437477132,True,,secondary_link,,95.02,118.1,,,"LINESTRING (59.6804345 36.277168, 59.6808051 36.2770025, 59.6811216 36.2768663, 59.6813694 36.2767655)",,,,
4264,4352909103,265405349,0,437476212,True,,tertiary,40,193.095,129.5,کنارگذر مفتح,,"LINESTRING (59.6754424 36.2804456, 59.6771054 36.2793418)",,,,
4265,4352909105,4352909103,0,437477130,True,,secondary_link,,60.83,143.9,,,"LINESTRING (59.6750427 36.2808877, 59.6754424 36.2804456)",,,,
4266,4352909105,4352909099,0,"[437476208, 437476217, 437476206]",True,,secondary,50,729.243,128.9,"['بولوار مفتح شرقی', 'بولوار میامی']",yes,"LINESTRING (59.6750427 36.2808877, 59.6752413 36.2807532, 59.6761101 36.2802011, 59.6771729 36.2795211, 59.6772917 36.2794399, 59.679186 36.2781709, 59.6799011 36.2777095, 59.680455 36.277355, 59.6809977 36.2770039, 59.6812323 36.2768539, 59.6813694 36.2767655)",,,,
4267,4352909106,4352909105,0,437476217,True,,secondary,50,146.782,128.0,بولوار مفتح شرقی,,"LINESTRING (59.6737527 36.2817008, 59.6750427 36.2808877)",,,,
4268,4352909109,4352909103,0,437476212,True,,tertiary,40,285.418,128.2,کنارگذر مفتح,,"LINESTRING (59.6729386 36.2820314, 59.6754424 36.2804456)",,,,
4269,4352909109,4352909106,0,437477133,True,,secondary_link,,81.709,116.7,,,"LINESTRING (59.6729386 36.2820314, 59.6737527 36.2817008)",,,,
4270,4352921539,540330664,0,437478841,False,,tertiary,40,42.944,217.4,,,"LINESTRING (59.6707186 36.2808649, 59.6704276 36.2805581)",,,,
4271,4352921539,4352921545,0,437478841,False,,tertiary,40,210.345,38.1,,,"LINESTRING (59.6707186 36.2808649, 59.6709842 36.2811633, 59.6720222 36.2822389, 59.6721187 36.2823287, 59.672163 36.2823524)",,,,
4272,4352921539,540330660,0,551149535,False,,unclassified,,38.418,173.6,,,"LINESTRING (59.6707186 36.2808649, 59.6706945 36.2807524, 59.6707652 36.2805282)",,,,
4273,4352921545,4352921546,0,437478841,False,,tertiary,40,22.299,79.5,,,"LINESTRING (59.672163 36.2823524, 59.6724076 36.282389)",,,,
4274,4352921545,4352921539,0,437478841,False,,tertiary,40,210.345,218.1,,,"LINESTRING (59.672163 36.2823524, 59.6721187 36.2823287, 59.6720222 36.2822389, 59.6709842 36.2811633, 59.6707186 36.2808649)",,,,
4275,4352921546,4352909109,0,437476212,True,,tertiary,40,62.021,129.9,کنارگذر مفتح,,"LINESTRING (59.6724076 36.282389, 59.6729386 36.2820314)",,,,
4276,4352921546,4352921545,0,437478841,False,,tertiary,40,22.299,259.5,,,"LINESTRING (59.6724076 36.282389, 59.672163 36.2823524)",,,,
4277,4352923980,6121986223,0,437479408,False,,residential,30,131.229,75.3,حریم گاز,,"LINESTRING (59.6730495 36.2768669, 59.6744658 36.2771655)",,,,
4278,4352923980,559521224,0,44825736,False,,residential,30,211.561,119.5,پورسینا ۵۰,,"LINESTRING (59.6730495 36.2768669, 59.6732822 36.2767599, 59.6740547 36.2764416, 59.6746126 36.2761717, 59.6751016 36.2759294)",,,,
4279,4352923980,6121986229,0,653215069,False,,residential,,130.5,256.7,,,"LINESTRING (59.6730495 36.2768669, 59.6728662 36.276879, 59.6717986 36.2766368, 59.6716431 36.2765979)",,,,
4280,4352923983,4352924501,0,437476212,True,,tertiary,40,96.939,129.6,کنارگذر مفتح,,"LINESTRING (59.6789014 36.2781646, 59.6791314 36.2780155, 59.6797347 36.277609)",,,,
4281,4352923983,6121986223,0,437479408,False,,residential,30,412.84899999999993,254.4,حریم گاز,,"LINESTRING (59.6789014 36.2781646, 59.6775716 36.2778659, 59.6750182 36.277282, 59.6744658 36.2771655)",,,,
4282,4352924501,6709013523,0,44825755,False,,residential,30,60.423,213.4,,,"LINESTRING (59.6797347 36.277609, 59.6796599 36.2775209, 59.6793632 36.2771556)",,,,
4283,4352924501,4352909102,0,437476212,True,,tertiary,40,79.655,128.0,کنارگذر مفتح,,"LINESTRING (59.6797347 36.277609, 59.6798636 36.2775376, 59.6804345 36.277168)",,,,
4284,4365464417,4347367217,0,28810034,False,,residential,30,19.154,22.2,شیرودی ۲,,"LINESTRING (59.6215212 36.2751929, 59.6216019 36.2753524)",,,,
4285,4365464417,4347364086,0,28810034,False,,residential,30,6.049,202.7,شیرودی ۲,,"LINESTRING (59.6215212 36.2751929, 59.6214952 36.2751427)",,,,
4286,4365464417,316747073,0,28810043,False,,residential,30,134.78300000000002,119.4,,,"LINESTRING (59.6215212 36.2751929, 59.6224625 36.2749307, 59.6227879 36.2746166)",,,,
4287,4474764911,3802387997,0,376860845,False,,residential,30,49.195,37.4,حر ۶۶,,"LINESTRING (59.6894794 36.2587858, 59.6898126 36.2591373)",,,,
4288,4474764911,3802387980,0,376860845,False,,residential,30,147.305,217.4,حر ۶۶,,"LINESTRING (59.6894794 36.2587858, 59.6884819 36.2577332)",,,,
4289,4474764911,4474764912,0,450558221,False,,residential,30,34.511,308.1,,,"LINESTRING (59.6894794 36.2587858, 59.6891765 36.2589773)",,,,
4290,4474764911,3802387979,0,"[450558221, 376860846]",False,,residential,30,200.53,200.5,حر ۶۸,,"LINESTRING (59.6894794 36.2587858, 59.6898922 36.2585156, 59.690011 36.2584297, 59.6896628 36.2581787, 59.6892943 36.257898, 59.6889105 36.2575568)",,,,
4291,4474764912,4474764911,0,450558221,False,,residential,30,34.511,128.1,,,"LINESTRING (59.6891765 36.2589773, 59.6894794 36.2587858)",,,,
4292,4474764913,266628199,0,24518562,False,,tertiary,40,12.483,34.0,کشاورز - حر ۱۹,,"LINESTRING (59.6736024 36.2599729, 59.6736802 36.260066)",,,,
4293,4474764913,266628198,0,24518562,False,,tertiary,40,54.827,214.0,کشاورز - حر ۱۹,,"LINESTRING (59.6736024 36.2599729, 59.6732607 36.259564)",,,,
4294,4474764913,568334916,0,450558227,False,,residential,30,420.593,306.5,حر ۱۳/۱۴ + دهنوی ۱۵,,"LINESTRING (59.6736024 36.2599729, 59.6731965 36.2602503, 59.6726868 36.2605552, 59.6719626 36.2609878, 59.6714101 36.261323, 59.6709675 36.261576, 59.6704016 36.2618939, 59.6698319 36.2622209)",,,,
4295,4474764917,2679309944,0,75685126,False,,residential,30,13.469,65.8,حر ۵۶,,"LINESTRING (59.6872285 36.2600445, 59.6873655 36.2600942)",,,,
4296,4474764917,3802388008,0,599213056,False,,residential,,51.025,157.2,حر ۶۰,,"LINESTRING (59.6872285 36.2600445, 59.6874488 36.2596214)",,,,
4297,4474764917,893476372,0,75685126,False,,residential,30,263.459,251.1,حر ۵۶,,"LINESTRING (59.6872285 36.2600445, 59.6871691 36.2600229, 59.6861894 36.2597764, 59.6847417 36.2593625, 59.68445 36.2592757)",,,,
4298,4474764917,3802388015,0,450558223,False,,residential,30,66.583,103.0,حر ۵۶,,"LINESTRING (59.6872285 36.2600445, 59.6873586 36.2600295, 59.68749 36.2600187, 59.6877247 36.2600035, 59.6879403 36.259912)",,,,
4299,4474764919,5703940086,0,24518562,False,,tertiary,40,27.859,215.1,کشاورز - حر ۱۹,,"LINESTRING (59.6740392 36.2604775, 59.6738604 36.2602726)",,,,
4300,4474764919,4474764923,0,24518562,False,,tertiary,40,32.179,34.4,کشاورز - حر ۱۹,,"LINESTRING (59.6740392 36.2604775, 59.6740699 36.2605127, 59.6742421 36.2607162)",,,,
4301,4474764919,4474764955,0,"[450558224, 596854375]",False,,residential,30,373.10300000000007,310.0,"['دهنوی ۱۱ + حر ۱۵/۱۰', 'جعفری']",,"LINESTRING (59.6740392 36.2604775, 59.6737495 36.260674, 59.6724889 36.2614742, 59.6710861 36.2622831, 59.6708856 36.2623961, 59.6709957 36.2625395)",,,,
4302,4474764922,893476448,0,75685148,False,,residential,30,28.885,32.2,حر ۴۴,,"LINESTRING (59.6828475 36.2607053, 59.6830192 36.2609251)",,,,
4303,4474764922,893476414,0,75685148,False,,residential,30,77.389,212.2,حر ۴۴,,"LINESTRING (59.6828475 36.2607053, 59.6823875 36.2601164)",,,,
4304,4474764922,4474764924,0,450558206,False,,residential,30,49.71,302.2,حر ۴۴/۲,,"LINESTRING (59.6828475 36.2607053, 59.6823781 36.2609432)",,,,
