,Mean NDVI,number,ID
281,,281,District 10
282,0.011697153471726,282,District 10
283,0.0200803531541496,283,District 10
284,0.0244154612312682,284,District 10
285,0.023014941279802296,285,District 10
286,0.0277281062458256,286,District 10
287,0.028019265591242896,287,District 10
288,0.0318571260790209,288,District 10
289,0.030763421123379295,289,District 10
290,0.0327083145723519,290,District 10
291,0.0311930434893245,291,District 10
292,0.0327570902759272,292,District 10
293,,293,District 10
294,0.0279512732383357,294,District 10
295,0.021172146080087696,295,District 10
296,0.0168218820159584,296,District 10
297,,297,District 10
298,0.026575659215033496,298,District 10
299,0.024441849738537896,299,District 10
300,,300,District 10
301,-0.0375900359448808,301,District 10
302,0.0040972243320123,302,District 10
303,,303,District 10
304,0.0064165361390822,304,District 10
305,0.0214104522559466,305,District 10
306,-0.016739818111836,306,District 10
307,0.021883304754368296,307,District 10
308,0.0266949728457215,308,District 10
309,0.026003754544662496,309,District 10
310,0.0268562158123299,310,District 10
311,0.0270690383215808,311,District 10
312,0.029868415458449496,312,District 10
313,0.0320566894835615,313,District 10
314,0.027923949443055495,314,District 10
315,0.0282065792402414,315,District 10
316,0.0294105403468932,316,District 10
317,0.0206156443196452,317,District 10
318,0.0199844330292331,318,District 10
319,-0.0034510921517771,319,District 10
320,0.0191805555050105,320,District 10
321,0.0261347966094044,321,District 10
322,0.020642581526269896,322,District 11
323,0.022371267774869,323,District 11
324,-0.0116251614440425,324,District 11
325,0.00022229382501951647,325,District 11
326,-0.0013394784370375,326,District 11
327,0.0029842935666722,327,District 11
328,,328,District 11
329,0.014410914519842,329,District 11
330,0.0120606991425355,330,District 11
331,0.0156215070174544,331,District 11
332,0.0147811787310265,332,District 11
333,0.0186200187636448,333,District 11
334,0.019133488538918896,334,District 11
335,0.0173491627166044,335,District 11
336,0.024930295309248,336,District 11
337,0.0247835892094772,337,District 11
338,0.018170194259831695,338,District 11
339,0.0120714029962115,339,District 11
340,,340,District 11
341,,341,District 11
342,0.023572725834500496,342,District 11
343,-0.021013384174928,343,District 11
344,-0.0319629241531304,344,District 11
345,-0.0009206215322702973,345,District 11
346,,346,District 11
347,-0.0042220375102001,347,District 11
348,0.0147838945184625,348,District 11
349,-0.0199608061837509,349,District 11
350,0.0176403574539906,350,District 11
351,0.0127271549244249,351,District 11
352,,352,District 11
353,0.0222095910880726,353,District 11
354,0.0233052185524488,354,District 11
355,0.0243627106235609,355,District 11
356,0.016861930981935,356,District 11
357,0.0190251309329659,357,District 11
358,0.016832717420479,358,District 11
359,,359,District 11
360,-0.0107100091258989,360,District 11
361,0.0034349530443644,361,District 11
362,0.0059152502427504,362,District 11
363,0.0135960497015632,363,District 11
364,0.0047987984110158,364,District 11
365,-0.0097442938306201,365,District 11
366,,366,District 11
367,0.0035126799632766,367,District 11
368,-0.0013564627486637,368,District 11
369,,369,District 11
370,0.009272115235673901,370,District 11
371,0.0194566262967926,371,District 11
372,0.023227404186545,372,District 11
373,0.025656850466569896,373,District 11
374,0.0269337623296053,374,District 11
375,0.0278016739822391,375,District 11
376,0.028578052354173496,376,District 11
377,0.025988214495661296,377,District 11
378,0.0237613063065148,378,District 11
379,0.0251708520209838,379,District 11
380,0.0222288269963451,380,District 11
381,0.0173401241687566,381,District 11
382,0.0210857775497878,382,District 11
383,-0.0004943971261702534,383,District 11
384,0.023820895658331096,384,District 11
385,0.0158914533521102,385,District 11
386,0.0013344444875502,386,District 11
387,0.0141066292854122,387,District 11
388,,388,District 11
389,0.0067507633931318,389,District 11
390,0.015780440348869,390,District 11
391,0.0195670210070869,391,District 11
392,0.0183442249918241,392,District 11
393,0.0206991497008926,393,District 11
394,0.0213796631438997,394,District 11
395,0.025568754011219,395,District 11
396,0.0247847086975113,396,District 11
397,0.027242672853810296,397,District 11
398,0.0271707170209349,398,District 11
399,0.028120352029673695,399,District 11
400,,400,District 11
401,0.021814832012415696,401,District 11
402,0.017758123985692,402,District 11
403,0.0137907324142012,403,District 11
404,,404,District 11
405,0.024510034100985297,405,District 11
406,0.0226408225946597,406,District 11
407,,407,District 11
408,-0.0321541466134705,408,District 11
409,-0.0014276700219108,409,District 11
410,,410,District 11
411,0.0044156024478841,411,District 11
412,0.0050527453961819,412,District 11
413,0.029688299327734,413,District 11
414,0.0151561558053989,414,District 11
415,0.020378877155333,415,District 11
416,0.0186419322047564,416,District 11
417,0.021188930532256,417,District 11
418,0.0213748874271905,418,District 11
419,0.0248833762185346,419,District 11
420,0.0275606293031904,420,District 11
421,0.0250592037922022,421,District 11
422,0.0240382980849834,422,District 11
423,0.0256727093962682,423,District 11
424,0.0166060519114685,424,District 11
425,0.0020426370335639,425,District 11
426,0.0026032875482163,426,District 11
427,0.0069109564962957,427,District 11
