,u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,bearing,junction,lanes,width
0,260272734,3468375894,0,24003313,True,بولوار شهید محمد منتظری,primary,60,143.21699999999998,"LINESTRING (59.5574371 36.2875009, 59.5578517 36.2883825, 59.5579824 36.2887112)",20.0,,,
1,260272738,6539704686,0,24003313,True,بولوار شهید محمد منتظری,primary,60,249.188,"LINESTRING (59.5581044 36.2891244, 59.5584926 36.2899482, 59.5590915 36.2912194)",20.8,,,
2,260272742,260272743,0,958736927,True,بولوار شهید محمد منتظری,primary,60,137.543,"LINESTRING (59.5600916 36.2933866, 59.5606515 36.2945383)",21.4,,,
3,260272743,679718761,0,958736927,True,بولوار شهید محمد منتظری,primary,60,533.716,"LINESTRING (59.5606515 36.2945383, 59.562579 36.2986586, 59.5627525 36.2990295)",20.7,,,
4,260272750,260300197,0,958736959,False,میدان فلسطین,primary,30,17.242,"LINESTRING (59.5633112 36.2998807, 59.5634059 36.2998942, 59.5634931 36.299927)",72.5,circular,,
5,260273168,260272734,0,24003313,True,بولوار شهید محمد منتظری,primary,60,31.629,"LINESTRING (59.5573134 36.2872345, 59.5574371 36.2875009)",20.5,,,
6,260300193,260300205,0,958736961,False,میدان فلسطین,primary,30,8.611,"LINESTRING (59.5630968 36.3004277, 59.5631839 36.3004604)",65.0,circular,,
7,260300193,260652140,0,981537241,True,بولوار ملک آباد,primary,60,24.936,"LINESTRING (59.5630968 36.3004277, 59.5628444 36.3005221)",294.9,,,
8,260300197,260300201,0,383029401,False,میدان فلسطین,primary,30,43.092,"LINESTRING (59.5634931 36.299927, 59.5635667 36.2999769, 59.5636218 36.3000404, 59.5636546 36.3001133, 59.563663 36.3001905, 59.5636462 36.3002668)",20.0,circular,,
9,260300197,1545729898,0,958736957,True,بولوار احمدآباد,primary,60,140.832,"LINESTRING (59.5634931 36.299927, 59.5637086 36.2998831, 59.5639711 36.2998244, 59.5641016 36.2997863, 59.5649837 36.2995292)",108.3,,4,
10,260300197,260272750,0,958736959,False,میدان فلسطین,primary,30,17.242,"LINESTRING (59.5634931 36.299927, 59.5634059 36.2998942, 59.5633112 36.2998807)",252.5,circular,,
11,260300201,260300202,0,958736923,False,میدان فلسطین,primary,30,8.616,"LINESTRING (59.5636462 36.3002668, 59.5636055 36.300337)",335.0,circular,,
12,260300201,260300197,0,383029401,False,میدان فلسطین,primary,30,43.092,"LINESTRING (59.5636462 36.3002668, 59.563663 36.3001905, 59.5636546 36.3001133, 59.5636218 36.3000404, 59.5635667 36.2999769, 59.5634931 36.299927)",200.0,circular,,
13,260300202,260300201,0,958736923,False,میدان فلسطین,primary,30,8.616,"LINESTRING (59.5636055 36.300337, 59.5636462 36.3002668)",155.0,circular,,
14,260300202,260300205,0,24005431,False,میدان فلسطین,primary,30,43.093,"LINESTRING (59.5636055 36.300337, 59.5635436 36.3003964, 59.5634648 36.3004408, 59.5633744 36.3004672, 59.5632786 36.3004739, 59.5631839 36.3004604)",290.0,circular,,
15,260300202,4157822264,0,24456919,True,بولوار فلسطین,secondary,50,65.062,"LINESTRING (59.5636055 36.300337, 59.5636437 36.3005047, 59.5636552 36.3005555, 59.5638271 36.300891)",17.9,,,
16,260300205,260300193,0,958736961,False,میدان فلسطین,primary,30,8.611,"LINESTRING (59.5631839 36.3004604, 59.5630968 36.3004277)",245.0,circular,,
17,260300205,260300202,0,24005431,False,میدان فلسطین,primary,30,43.093,"LINESTRING (59.5631839 36.3004604, 59.5632786 36.3004739, 59.5633744 36.3004672, 59.5634648 36.3004408, 59.5635436 36.3003964, 59.5636055 36.300337)",110.0,circular,,
18,260593623,268923793,0,381812652,True,ورودی میدان استقلال,trunk_link,,271.205,"LINESTRING (59.5426837 36.3225563, 59.5432138 36.3238283, 59.5433026 36.3241613, 59.5434218 36.3245937, 59.5435163 36.324898)",16.0,,,
19,260631429,260631430,0,963182251,True,میدان استقلال,primary,40,24.569,"LINESTRING (59.5440227 36.3256241, 59.5442529 36.3257442)",57.1,circular,,
20,260631430,260631668,0,24032447,True,بولوار فردوسی,primary,60,124.527,"LINESTRING (59.5442529 36.3257442, 59.5444761 36.3258756, 59.5447336 36.3259033, 59.5450331 36.3259096, 59.5453457 36.3258681, 59.5455746 36.3258174)",86.1,,,
21,260631668,260631671,0,"[961330885, 381812653]",True,بولوار فردوسی,primary,60,216.419,"LINESTRING (59.5455746 36.3258174, 59.5466006 36.3256381, 59.547761 36.3254353, 59.5477995 36.3254286, 59.5479361 36.3254073)",102.2,,,
22,260631671,8218948712,0,883723173,True,آیت الله نمر,residential,30,11.848,"LINESTRING (59.5479361 36.3254073, 59.5479979 36.3253131)",152.1,,,
23,260631671,8218948711,0,961330886,True,بولوار فردوسی,primary,60,12.886,"LINESTRING (59.5479361 36.3254073, 59.5480778 36.3253874)",99.9,,,
24,260652140,663800798,0,"[981537240, 981537241]",True,بولوار ملک آباد,primary,60,414.352,"LINESTRING (59.5628444 36.3005221, 59.5623416 36.3008519, 59.561675 36.301289, 59.5592695 36.3028854)",309.4,,2,
25,260652727,260652728,0,24033837,True,بولوار ملک آباد,primary,60,16.979,"LINESTRING (59.5524858 36.3073667, 59.5523408 36.307465)",310.1,,5,
26,260652727,652443436,0,24478436,True,بولوار خیام,primary,60,73.997,"LINESTRING (59.5524858 36.3073667, 59.5525775 36.3074676, 59.5529964 36.3078896)",38.2,,,
27,260652728,260652729,0,24033837,True,بولوار ملک آباد,primary,60,47.183,"LINESTRING (59.5523408 36.307465, 59.5519378 36.3077381)",310.1,,5,
28,260652729,260652732,0,"[971281633, 981537239]",True,بولوار ملک آباد,primary,60,429.311,"LINESTRING (59.5519378 36.3077381, 59.5515981 36.3079604, 59.5485499 36.3099541, 59.54822 36.3101734)",309.1,,"['3', '5']",
29,260652732,265809873,0,971281628,True,بولوار ملک آباد,primary,60,42.004,"LINESTRING (59.54822 36.3101734, 59.5478517 36.3104071)",308.2,,3,
30,260652732,265809841,0,24457066,True,بزرگمهر,tertiary,40,27.469,"LINESTRING (59.54822 36.3101734, 59.5482061 36.3102321, 59.5482091 36.3103578, 59.5482122 36.3104193)",358.5,,,
31,260723193,276922759,0,89164412,False,خیابان بهارستان,tertiary,40,63.746,"LINESTRING (59.5550696 36.3249354, 59.5550168 36.3243637)",184.3,,,
32,260723193,277937980,0,389504654,True,بولوار فردوسی,primary,60,385.275,"LINESTRING (59.5550696 36.3249354, 59.5567864 36.3248337, 59.5586473 36.3247147, 59.5593583 36.3246788)",94.2,,,
33,260723199,260723344,0,965659238,False,میدان جانباز,primary,30,24.284,"LINESTRING (59.5627981 36.3242761, 59.5630273 36.3241595)",122.3,circular,,
34,260723344,260723199,0,965659238,False,میدان جانباز,primary,30,24.284,"LINESTRING (59.5630273 36.3241595, 59.5627981 36.3242761)",302.3,circular,,
35,260723344,264472525,0,24374565,True,بولوار اخوان ثالث,tertiary,40,239.862,"LINESTRING (59.5630273 36.3241595, 59.5632606 36.3240004, 59.5633175 36.3238584, 59.5633024 36.323624, 59.5632887 36.3235106, 59.563278 36.3233783, 59.5631744 36.3221006)",176.7,,2,
36,260723344,260723347,0,963182248,True,میدان جانباز,primary,30,74.966,"LINESTRING (59.5630273 36.3241595, 59.5633428 36.324061, 59.5635655 36.3240568, 59.5638338 36.3241078)",94.5,roundabout,,
37,260723347,260723348,0,965659237,True,میدان جانباز,primary,30,22.585,"LINESTRING (59.5638338 36.3241078, 59.5640563 36.3242033)",62.0,roundabout,,
38,260723348,2559089771,0,24041026,True,بولوار فردوسی,primary,60,43.766000000000005,"LINESTRING (59.5640563 36.3242033, 59.5643942 36.3243192, 59.5644116 36.3243207, 59.5645148 36.3243295)",71.1,,,
39,260723793,652702283,0,"[24041026, 963182247]",True,بولوار فردوسی,primary,60,178.213,"LINESTRING (59.5669391 36.3242058, 59.5672526 36.3241874, 59.5689231 36.3240893)",94.2,,,
40,260723793,1088223339,0,896547556,False,فروسی ۸,residential,,68.84,"LINESTRING (59.5669391 36.3242058, 59.5669746 36.3241168, 59.5671742 36.3236164)",162.2,,,
41,260723796,260723797,0,963692414,True,بولوار فردوسی,primary,60,22.708,"LINESTRING (59.5697792 36.3240398, 59.5700314 36.3240194)",95.7,,,
42,260723796,652702282,0,958736966,True,بولوار خیام,primary,60,87.65,"LINESTRING (59.5697792 36.3240398, 59.56969 36.3239551, 59.569146 36.3234389)",220.3,,3,
43,260723797,260723800,0,389504659,True,بولوار فردوسی,primary,60,300.11,"LINESTRING (59.5700314 36.3240194, 59.5701978 36.3240086, 59.5726833 36.3238779, 59.573374 36.3238416)",93.8,,,
44,260723800,8909600621,0,389504659,True,بولوار فردوسی,primary,60,14.63,"LINESTRING (59.573374 36.3238416, 59.5735368 36.3238313)",94.5,,,
45,260723800,260723824,0,24041029,True,فردوسی ۲,residential,30,98.046,"LINESTRING (59.573374 36.3238416, 59.5733928 36.3237351, 59.5733689 36.3234591, 59.5733438 36.3234005, 59.5732943 36.3233593, 59.5732153 36.3233322, 59.5729767 36.3233364, 59.5728343 36.3233149)",219.5,,,
46,260723802,260723804,0,389504659,True,بولوار فردوسی,primary,60,38.769,"LINESTRING (59.576437 36.3236221, 59.5766059 36.3235129, 59.5767576 36.3233888)",132.1,,,
47,260723804,260724169,0,381812617,True,میدان فردوسی,primary,30,98.463,"LINESTRING (59.5767576 36.3233888, 59.5768728 36.3231541, 59.5770125 36.3229908, 59.5771858 36.3228578, 59.5774441 36.3227344)",139.8,roundabout,,
48,260723824,4892249378,0,24041049,False,نوربخش ۲۱,residential,30,79.783,"LINESTRING (59.5728343 36.3233149, 59.5727476 36.3229593, 59.5726805 36.3227732, 59.5726201 36.3226194)",193.9,,,
49,260723824,8909600621,0,963182245,True,فردوسی ۲,residential,30,108.561,"LINESTRING (59.5728343 36.3233149, 59.5729821 36.3232824, 59.5732282 36.323278, 59.573333 36.323314, 59.5734022 36.3233716, 59.573435 36.3234483, 59.5734595 36.3237311, 59.5735368 36.3238313)",47.6,,,
50,260723824,260723828,0,963182246,False,فردوسی ۲,residential,30,192.522,"LINESTRING (59.5728343 36.3233149, 59.5713475 36.3234068, 59.5711607 36.3233982, 59.5709693 36.3233192, 59.5707803 36.3231805)",265.4,,,
51,260723828,905825812,0,593794830,False,ارشاد ۹,residential,30,31.58,"LINESTRING (59.5707803 36.3231805, 59.5705339 36.3229774)",224.3,,,
52,260723828,276924187,0,25409632,False,نور بخش ۶,unclassified,,80.963,"LINESTRING (59.5707803 36.3231805, 59.5706593 36.3233256, 59.5704447 36.3238512)",338.0,,,
53,260723828,260723824,0,963182246,False,فردوسی ۲,residential,30,192.522,"LINESTRING (59.5707803 36.3231805, 59.5709693 36.3233192, 59.5711607 36.3233982, 59.5713475 36.3234068, 59.5728343 36.3233149)",85.4,,,
54,260723829,260723924,0,24041047,False,نوربخش ۲۱/۱,residential,30,219.109,"LINESTRING (59.5699465 36.3224256, 59.5723233 36.3219612)",103.6,,,
55,260723829,9091048163,0,593794830,False,ارشاد ۹,residential,30,74.04,"LINESTRING (59.5699465 36.3224256, 59.5693975 36.3219279)",221.6,,,
56,260723829,905825812,0,593794830,False,ارشاد ۹,residential,30,80.834,"LINESTRING (59.5699465 36.3224256, 59.5705339 36.3229774)",40.6,,,
57,260723830,260723831,0,593794830,False,ارشاد ۹,residential,30,28.648,"LINESTRING (59.5690705 36.3216314, 59.5688668 36.3214328)",219.6,,,
58,260723830,9091048163,0,593794830,False,ارشاد ۹,residential,30,44.105,"LINESTRING (59.5690705 36.3216314, 59.5693975 36.3219279)",41.6,,,
59,260723830,2334971933,0,25409629,False,نور بخش ۴,residential,30,72.455,"LINESTRING (59.5690705 36.3216314, 59.5689699 36.3217037, 59.5684957 36.3220145, 59.5684691 36.3220602)",311.5,,,
60,260723831,905825980,0,593794830,False,ارشاد ۹,residential,30,170.132,"LINESTRING (59.5688668 36.3214328, 59.5676232 36.3202765)",220.9,,,
61,260723831,260723830,0,593794830,False,ارشاد ۹,residential,30,28.648,"LINESTRING (59.5688668 36.3214328, 59.5690705 36.3216314)",39.6,,,
62,260723831,279573280,0,25647054,True,دهخدا,residential,30,166.35,"LINESTRING (59.5688668 36.3214328, 59.5689407 36.3213334, 59.5693451 36.3211087, 59.5702448 36.3206088, 59.5702978 36.3205142)",128.5,,,
63,260723833,264471975,0,52088867,True,بولوار ارشاد,secondary,50,102.813,"LINESTRING (59.5662163 36.3189665, 59.5654871 36.3194489, 59.5654505 36.3194745, 59.5653306 36.3195544)",309.5,,,
64,260723833,905825980,0,593794830,False,ارشاد ۹,residential,30,192.63,"LINESTRING (59.5662163 36.3189665, 59.5662755 36.3190215, 59.5667587 36.3194715, 59.5676232 36.3202765)",40.9,,,
65,260723924,260723829,0,24041047,False,نوربخش ۲۱/۱,residential,30,219.109,"LINESTRING (59.5723233 36.3219612, 59.5699465 36.3224256)",283.6,,,
66,260723924,905825703,0,24041049,False,نوربخش ۲۱,residential,30,82.457,"LINESTRING (59.5723233 36.3219612, 59.5720875 36.3212444)",194.8,,,
67,260723924,4892249378,0,24041049,False,نوربخش ۲۱,residential,30,78.01599999999999,"LINESTRING (59.5723233 36.3219612, 59.5725476 36.322507, 59.5726201 36.3226194)",20.0,,,
68,260723945,905825910,0,24041049,False,نوربخش ۲۱,residential,30,13.274,"LINESTRING (59.5718088 36.3203179, 59.5718388 36.3204348)",11.7,,,
69,260723945,260725728,0,"[24041249, 594552646]",False,"['ارشاد ۱/۶', 'ارشاد ۷ - بولوار دهخدا']",residential,30,129.296,"LINESTRING (59.5718088 36.3203179, 59.5717388 36.3203308, 59.5704049 36.3205873)",283.4,,,
70,260723945,5669198163,0,24041249,False,ارشاد ۱/۶,residential,30,161.17200000000005,"LINESTRING (59.5718088 36.3203179, 59.5725488 36.3201808, 59.5735612 36.3199903)",103.1,,,
71,260724169,687575062,0,24454653,True,بولوار شهید صادقی,secondary,50,367.125,"LINESTRING (59.5774441 36.3227344, 59.5774741 36.3225887, 59.5774856 36.3224597, 59.5774542 36.3222986, 59.5772336 36.3214229, 59.5769665 36.3204038, 59.5766835 36.3195059)",190.7,,,
72,260724169,260724171,0,381812619,True,میدان فردوسی,primary,30,36.293,"LINESTRING (59.5774441 36.3227344, 59.577679 36.3226769, 59.5778373 36.3226605)",103.1,roundabout,,
73,260724171,260724172,0,961079358,True,میدان فردوسی,primary,30,67.54599999999999,"LINESTRING (59.5778373 36.3226605, 59.5782729 36.3227055, 59.578564 36.322802)",76.4,roundabout,,
74,260724172,7968228298,0,24392760,True,بولوار سپهبد قرنی,primary,60,20.692,"LINESTRING (59.578564 36.322802, 59.5787045 36.3227507, 59.5787609 36.3227088)",120.4,,,
75,260725728,279573280,0,594552646,False,ارشاد ۷ - بولوار دهخدا,residential,30,12.575,"LINESTRING (59.5704049 36.3205873, 59.5702978 36.3205142)",229.7,,,
76,260725728,260723831,0,25647045,True,دهخدا,residential,30,168.305,"LINESTRING (59.5704049 36.3205873, 59.5703228 36.3206747, 59.5698162 36.3209713, 59.5689946 36.3214095, 59.5688668 36.3214328)",304.3,,,
77,260725728,260723945,0,"[24041249, 594552646]",False,"['ارشاد ۷ - بولوار دهخدا', 'ارشاد ۱/۶']",residential,30,129.296,"LINESTRING (59.5704049 36.3205873, 59.5717388 36.3203308, 59.5718088 36.3203179)",103.4,,,
78,260725761,9044667106,0,24041256,False,خیابان مهندس,residential,30,64.119,"LINESTRING (59.5661054 36.318897, 59.5660309 36.3188247, 59.5656593 36.3184694, 59.5656449 36.3184556)",220.1,,,
79,260725761,260726309,0,52142305,True,بولوار ارشاد,secondary,50,243.245,"LINESTRING (59.5661054 36.318897, 59.5672461 36.3181281, 59.5677142 36.3178126, 59.5680374 36.3176538, 59.5682586 36.3175811)",127.2,,,
80,260725765,2559948545,0,24041256,False,خیابان مهندس,residential,30,43.755,"LINESTRING (59.5633221 36.3162337, 59.5630074 36.3159328)",220.1,,,
81,260725765,9082429165,0,24041256,False,خیابان مهندس,residential,30,48.064,"LINESTRING (59.5633221 36.3162337, 59.5636677 36.3165643)",40.1,,,
82,260725765,9082429167,0,982039703,False,,living_street,,63.178,"LINESTRING (59.5633221 36.3162337, 59.5627815 36.3165985)",309.9,,,
83,260725765,260725983,0,"[24041296, 982039702]",True,"['مهندس 10', 'بیستون ۸']","['living_street', 'residential']",30,186.542,"LINESTRING (59.5633221 36.3162337, 59.563887 36.3158486, 59.5644311 36.3154772, 59.5649111 36.3151497)",130.3,,,
84,260725766,260725767,0,24041256,False,خیابان مهندس,residential,30,89.598,"LINESTRING (59.5629482 36.3158761, 59.562304 36.3152598)",220.1,,,
85,260725766,2559948545,0,24041256,False,خیابان مهندس,residential,30,8.239,"LINESTRING (59.5629482 36.3158761, 59.5630074 36.3159328)",40.1,,,
86,260725766,279574346,0,25647167,False,مهندس۱۲,residential,30,138.551,"LINESTRING (59.5629482 36.3158761, 59.564142 36.3150841)",129.5,,,
87,260725767,260725766,0,24041256,False,خیابان مهندس,residential,30,89.598,"LINESTRING (59.562304 36.3152598, 59.5629482 36.3158761)",40.1,,,
88,260725767,279574569,0,25647184,False,مهندس۱۴,residential,30,142.59,"LINESTRING (59.562304 36.3152598, 59.5635069 36.3144202)",130.9,,,
89,260725767,260725985,0,"[24041256, 25647144]",False,"['بیستون ۲', 'خیابان مهندس']",residential,30,276.533,"LINESTRING (59.562304 36.3152598, 59.5620525 36.3150193, 59.5616651 36.3146468, 59.5632718 36.3135661)",155.3,,,
90,260725782,260725979,0,24041266,False,بیستون,tertiary,30,97.472,"LINESTRING (59.566872 36.3176121, 59.5662729 36.3168804)",213.4,,,
91,260725782,9044667106,0,"[977471851, 24041259]",False,"['مهندس 2', 'بیستون ۱۶']","['living_street', 'residential']",30,144.51600000000002,"LINESTRING (59.566872 36.3176121, 59.5662138 36.3180685, 59.5656449 36.3184556)",310.5,,,
92,260725782,260725785,0,191373171,False,بیستون ۱۳,residential,30,90.843,"LINESTRING (59.566872 36.3176121, 59.5674583 36.3172621, 59.5676935 36.3171335)",125.9,,,
93,260725785,260725782,0,191373171,False,بیستون ۱۳,residential,30,90.843,"LINESTRING (59.5676935 36.3171335, 59.5674583 36.3172621, 59.566872 36.3176121)",305.9,,,
94,260725979,260725980,0,24041266,False,بیستون,tertiary,30,88.083,"LINESTRING (59.5662729 36.3168804, 59.5658492 36.3161656)",205.5,,,
95,260725979,260725782,0,24041266,False,بیستون,tertiary,30,97.472,"LINESTRING (59.5662729 36.3168804, 59.566872 36.3176121)",33.4,,,
96,260725979,260726262,0,94909133,False,بیستون ۱۴,residential,30,120.705,"LINESTRING (59.5662729 36.3168804, 59.565292 36.3176245)",313.3,,,
97,260725979,260726265,0,191373172,False,بیستون ۱۱,residential,30,123.508,"LINESTRING (59.5662729 36.3168804, 59.5667761 36.3166385, 59.5674576 36.3163125)",120.7,,,
98,260725980,260725979,0,24041266,False,بیستون,tertiary,30,88.083,"LINESTRING (59.5658492 36.3161656, 59.5662729 36.3168804)",25.5,,,
99,260725980,260725982,0,24041266,False,بیستون,tertiary,30,86.886,"LINESTRING (59.5658492 36.3161656, 59.5656276 36.3158391, 59.5652943 36.3155303)",215.1,,,
100,260725980,260726244,0,94909196,False,بیستون ۱۲,residential,30,142.27800000000002,"LINESTRING (59.5658492 36.3161656, 59.5652185 36.3166245, 59.5646468 36.3170008)",310.8,,,
101,260725980,260726248,0,191373167,False,وحدت ۵,residential,30,188.565,"LINESTRING (59.5658492 36.3161656, 59.5668922 36.3155111, 59.5671153 36.3154281, 59.5676337 36.3153156)",120.6,,,
102,260725982,260725980,0,24041266,False,بیستون,tertiary,30,86.886,"LINESTRING (59.5652943 36.3155303, 59.5656276 36.3158391, 59.5658492 36.3161656)",35.1,,,
103,260725982,9082429165,0,"[982039701, 24041303]",True,"['بیستون ۱۰', 'مهندس ۸']","['living_street', 'residential']",30,185.64,"LINESTRING (59.5652943 36.3155303, 59.5643185 36.3161605, 59.5636677 36.3165643)",308.3,,,
104,260725982,260726220,0,94909181,False,وحدت ۷,residential,30,190.028,"LINESTRING (59.5652943 36.3155303, 59.5656711 36.3152873, 59.5660663 36.3149618, 59.5663257 36.3147987, 59.5665059 36.3147226, 59.5670279 36.3146091)",123.4,,,
105,260725983,260725982,0,51503546,True,بیستون,tertiary,30,54.496,"LINESTRING (59.5649111 36.3151497, 59.5652943 36.3155303)",39.1,,,
106,260725983,260726144,0,94909227,False,وحدت ۹,residential,30,59.763,"LINESTRING (59.5649111 36.3151497, 59.5654302 36.3148122)",128.9,,,
107,260725985,260725987,0,51503547,False,بیستون,tertiary,30,60.954,"LINESTRING (59.5632718 36.3135661, 59.5628201 36.3131562)",221.6,,,
108,260725985,279574123,0,191373168,False,بیستون ۱,residential,30,127.831,"LINESTRING (59.5632718 36.3135661, 59.5643554 36.3128183)",130.6,,,
109,260725985,260725767,0,"[25647144, 24041256]",False,"['بیستون ۲', 'خیابان مهندس']",residential,30,276.533,"LINESTRING (59.5632718 36.3135661, 59.5616651 36.3146468, 59.5620525 36.3150193, 59.562304 36.3152598)",335.3,,,
110,260725985,260725983,0,51503546,True,بیستون,tertiary,30,229.32100000000003,"LINESTRING (59.5632718 36.3135661, 59.56392 36.3141741, 59.5649111 36.3151497)",39.8,,,
111,260725987,260725985,0,51503547,False,بیستون,tertiary,30,60.954,"LINESTRING (59.5628201 36.3131562, 59.5632718 36.3135661)",41.6,,,
112,260725987,265809322,0,51817424,True,بولوار شهید آیت الله دستغیب,secondary,50,291.54,"LINESTRING (59.5628201 36.3131562, 59.5621284 36.3136288, 59.5613086 36.314189, 59.5606039 36.3146418, 59.5604362 36.3147641, 59.5603291 36.3148423)",310.0,,,
113,260726144,279574036,0,25647117,False,وحدت ۱۱,residential,30,49.113,"LINESTRING (59.5654302 36.3148122, 59.5651483 36.3144334)",210.9,,,
114,260726144,260725983,0,94909227,False,وحدت ۹,residential,30,59.763,"LINESTRING (59.5654302 36.3148122, 59.5649111 36.3151497)",308.9,,,
115,260726144,260726152,0,94909227,False,وحدت ۹,residential,30,193.085,"LINESTRING (59.5654302 36.3148122, 59.5656734 36.3146811, 59.5658107 36.3145567, 59.5659394 36.3144598, 59.5661025 36.3143561, 59.5663171 36.31428, 59.5666604 36.3141901, 59.5673254 36.3140903)",115.3,,,
116,260726152,260726312,0,93715858,False,وحدت,tertiary,40,51.941,"LINESTRING (59.5673254 36.3140903, 59.5672102 36.3136325)",191.5,,,
117,260726152,260726248,0,93715858,False,وحدت,tertiary,40,139.019,"LINESTRING (59.5673254 36.3140903, 59.5674235 36.3144801, 59.5674364 36.3145315, 59.5676337 36.3153156)",11.5,,,
118,260726152,260726144,0,94909227,False,وحدت ۹,residential,30,193.085,"LINESTRING (59.5673254 36.3140903, 59.5666604 36.3141901, 59.5663171 36.31428, 59.5661025 36.3143561, 59.5659394 36.3144598, 59.5658107 36.3145567, 59.5656734 36.3146811, 59.5654302 36.3148122)",295.3,,,
119,260726220,260725982,0,94909181,False,وحدت ۷,residential,30,190.028,"LINESTRING (59.5670279 36.3146091, 59.5665059 36.3147226, 59.5663257 36.3147987, 59.5660663 36.3149618, 59.5656711 36.3152873, 59.5652943 36.3155303)",303.4,,,
120,260726244,260725980,0,94909196,False,بیستون ۱۲,residential,30,142.27800000000002,"LINESTRING (59.5646468 36.3170008, 59.5652185 36.3166245, 59.5658492 36.3161656)",130.8,,,
121,260726248,260726311,0,93715858,False,وحدت,tertiary,40,49.264,"LINESTRING (59.5676337 36.3153156, 59.567743 36.3157498)",11.5,,,
122,260726248,260726152,0,93715858,False,وحدت,tertiary,40,139.019,"LINESTRING (59.5676337 36.3153156, 59.5674364 36.3145315, 59.5674235 36.3144801, 59.5673254 36.3140903)",191.5,,,
123,260726248,260725980,0,191373167,False,وحدت ۵,residential,30,188.565,"LINESTRING (59.5676337 36.3153156, 59.5671153 36.3154281, 59.5668922 36.3155111, 59.5658492 36.3161656)",300.6,,,
124,260726262,260725979,0,94909133,False,بیستون ۱۴,residential,30,120.705,"LINESTRING (59.565292 36.3176245, 59.5662729 36.3168804)",133.3,,,
125,260726265,260725979,0,191373172,False,بیستون ۱۱,residential,30,123.508,"LINESTRING (59.5674576 36.3163125, 59.5667761 36.3166385, 59.5662729 36.3168804)",300.7,,,
126,260726309,8358505564,0,52142305,True,بولوار ارشاد,secondary,50,199.733,"LINESTRING (59.5682586 36.3175811, 59.5687951 36.3174474, 59.5704136 36.3171234)",104.8,,,
127,260726309,260726311,0,93715858,False,وحدت,tertiary,40,208.937,"LINESTRING (59.5682586 36.3175811, 59.5680687 36.3170444, 59.5678628 36.3162262, 59.567743 36.3157498)",192.8,,,
128,260726311,279571717,0,25646905,False,وحدت ۲,residential,30,149.41,"LINESTRING (59.567743 36.3157498, 59.5693605 36.315423)",104.1,,,
129,260726311,260726248,0,93715858,False,وحدت,tertiary,40,49.264,"LINESTRING (59.567743 36.3157498, 59.5676337 36.3153156)",191.5,,,
130,260726311,260726309,0,93715858,False,وحدت,tertiary,40,208.937,"LINESTRING (59.567743 36.3157498, 59.5678628 36.3162262, 59.5680687 36.3170444, 59.5682586 36.3175811)",12.8,,,
131,260726312,279573851,0,25647117,False,وحدت ۱۱,residential,30,102.598,"LINESTRING (59.5672102 36.3136325, 59.5660881 36.3138164)",281.5,,,
132,260726312,260726313,0,52088866,False,هجرت,tertiary,40,151.941,"LINESTRING (59.5672102 36.3136325, 59.5688595 36.3133148)",103.4,,,
133,260726312,260726152,0,93715858,False,وحدت,tertiary,40,51.941,"LINESTRING (59.5672102 36.3136325, 59.5673254 36.3140903)",11.5,,,
134,260726312,279573769,0,25647107,False,,residential,30,94.213,"LINESTRING (59.5672102 36.3136325, 59.5670633 36.313171, 59.5668163 36.3128581)",202.3,,,
135,260726313,279573414,0,25646832,False,مالک اشتر,residential,30,55.263,"LINESTRING (59.5688595 36.3133148, 59.568746 36.3128263)",190.6,,,
136,260726313,279571656,0,25646832,False,مالک اشتر,residential,30,96.778,"LINESTRING (59.5688595 36.3133148, 59.5690479 36.3141718)",10.0,,,
137,260726313,260726314,0,52088866,False,هجرت,tertiary,40,147.389,"LINESTRING (59.5688595 36.3133148, 59.5704645 36.3130244)",102.7,,,
138,260726313,260726312,0,52088866,False,هجرت,tertiary,40,151.941,"LINESTRING (59.5688595 36.3133148, 59.5672102 36.3136325)",283.4,,,
139,260726314,260726315,0,52088866,False,هجرت,tertiary,40,188.953,"LINESTRING (59.5704645 36.3130244, 59.5725214 36.3126496)",102.7,,,
140,260726314,260726313,0,52088866,False,هجرت,tertiary,40,147.389,"LINESTRING (59.5704645 36.3130244, 59.5688595 36.3133148)",282.7,,,
141,260726314,277939472,0,25507347,False,مالک اشتر,residential,30,179.986,"LINESTRING (59.5704645 36.3130244, 59.5703595 36.3125527, 59.5702568 36.3121977, 59.5700282 36.3115389, 59.5699905 36.3114533)",193.7,,,
142,260726314,279571753,0,25646937,False,مالک اشتر,residential,30,192.477,"LINESTRING (59.5704645 36.3130244, 59.5706395 36.3138731, 59.5708294 36.3147302)",9.8,,,
143,260726315,277939280,0,25507328,False,توفیق,residential,30,85.842,"LINESTRING (59.5725214 36.3126496, 59.5726688 36.3134124)",8.9,,,
144,260726315,277939855,0,25507388,False,صادقی ۱۴ - هجرت,residential,30,206.554,"LINESTRING (59.5725214 36.3126496, 59.5747914 36.3123259)",100.0,,,
145,260726315,260726314,0,52088866,False,هجرت,tertiary,40,188.953,"LINESTRING (59.5725214 36.3126496, 59.5704645 36.3130244)",282.7,,,
146,260726315,277939295,0,52841989,False,توفیق,tertiary,40,94.851,"LINESTRING (59.5725214 36.3126496, 59.5722901 36.3118172)",192.6,,,
